FOV 5 Cell 1,FOV 5 Cell 2,FOV 5 Cell 3,FOV 5 Cell 4,FOV 5 Cell 5,FOV 5 Cell 6,FOV 5 Cell 7,FOV 5 Cell 8,FOV 5 Cell 9,FOV 5 Cell 10,FOV 5 Cell 11,FOV 5 Cell 12,FOV 5 Cell 13,FOV 5 Cell 14,FOV 5 Cell 15,FOV 5 Cell 16,FOV 5 Cell 17,FOV 5 Cell 18,FOV 5 Cell 19,FOV 5 Cell 20,FOV 5 Cell 21,FOV 5 Cell 22,FOV 5 Cell 23,FOV 5 Cell 24,FOV 5 Cell 25,FOV 5 Cell 26,FOV 5 Cell 27,FOV 6 Cell 1,FOV 6 Cell 2,FOV 6 Cell 3,FOV 6 Cell 4,FOV 6 Cell 5,FOV 6 Cell 6,FOV 6 Cell 7,FOV 6 Cell 8,FOV 6 Cell 9,FOV 6 Cell 10,FOV 6 Cell 11,FOV 6 Cell 12,FOV 6 Cell 13,FOV 6 Cell 14,FOV 6 Cell 15,FOV 6 Cell 16,FOV 6 Cell 17,FOV 6 Cell 18,FOV 7 Cell 1,FOV 7 Cell 2,FOV 7 Cell 3,FOV 7 Cell 4,FOV 7 Cell 5,FOV 7 Cell 6,FOV 7 Cell 7,FOV 7 Cell 8,FOV 7 Cell 9,FOV 7 Cell 10,FOV 7 Cell 11,FOV 7 Cell 12,FOV 7 Cell 13,FOV 7 Cell 14,FOV 7 Cell 15,FOV 7 Cell 16,FOV 7 Cell 17,FOV 7 Cell 18,FOV 7 Cell 19,FOV 7 Cell 20,FOV 7 Cell 21,FOV 7 Cell 22,FOV 7 Cell 23,FOV 7 Cell 24,FOV 7 Cell 25,FOV 7 Cell 26,FOV 7 Cell 27,FOV 7 Cell 28,FOV 7 Cell 29,FOV 7 Cell 30,FOV 7 Cell 31,FOV 7 Cell 32,FOV 7 Cell 33,FOV 7 Cell 34,FOV 7 Cell 35,FOV 7 Cell 36,FOV 7 Cell 37,FOV 7 Cell 38,FOV 7 Cell 39,FOV 8 Cell 1,FOV 8 Cell 2,FOV 8 Cell 3,FOV 8 Cell 4,FOV 8 Cell 5,FOV 8 Cell 6,FOV 8 Cell 7,FOV 8 Cell 8,FOV 8 Cell 9,FOV 8 Cell 10,FOV 8 Cell 11,FOV 8 Cell 12,FOV 2 Cell 1,FOV 2 Cell 2,FOV 2 Cell 3,FOV 2 Cell 4,FOV 2 Cell 5,FOV 2 Cell 6,FOV 2 Cell 7,FOV 2 Cell 8,FOV 2 Cell 9,FOV 2 Cell 10,FOV 2 Cell 11,FOV 2 Cell 12,FOV 2 Cell 13,FOV 2 Cell 14,FOV 2 Cell 15,FOV 2 Cell 16,FOV 2 Cell 17,FOV 2 Cell 18,FOV 2 Cell 19,FOV 2 Cell 20,FOV 4 Cell 1,FOV 4 Cell 2,FOV 4 Cell 3,FOV 4 Cell 4,FOV 4 Cell 5,FOV 4 Cell 6,FOV 4 Cell 7,FOV 4 Cell 8,FOV 4 Cell 9,FOV 4 Cell 10,FOV 4 Cell 11,FOV 5 Cell 1,FOV 5 Cell 2,FOV 5 Cell 3,FOV 5 Cell 4,FOV 5 Cell 5,FOV 5 Cell 6,FOV 5 Cell 7,FOV 5 Cell 8,FOV 5 Cell 9,FOV 5 Cell 10,FOV 5 Cell 11,FOV 5 Cell 12,FOV 5 Cell 13,FOV 5 Cell 14,FOV 5 Cell 15
1.227057,1.260944,1.357361,1.335429,1.740666,1.4239,1.353122,1.598753,1.309913,1.328361,1.487472,1.311515,1.640629,1.398547,1.461501,1.382069,1.357263,1.38251,1.308464,1.375244,1.716558,1.282872,1.701234,1.520446,1.302011,1.341322,1.613855,1.072554,1.14205,1.073238,1.031189,1.102565,1.134757,1.122162,1.101874,1.246248,1.173725,1.15106,1.080298,1.081278,1.101938,1.10394,1.029181,0.927981,1.002728,1.098118,1.276432,1.232505,1.042727,1.014858,1.043518,1.056086,0.938847,1.240423,1.073864,1.101563,1.131405,1.108658,1.114691,1.168866,1.133119,1.136061,1.124804,1.132295,1.146099,1.118432,1.095926,1.136271,1.114858,1.140003,1.142127,1.157786,1.268045,1.187938,1.16914,1.202878,1.213117,1.25165,1.242233,1.203562,1.290136,1.120217,1.119308,0.926374,1.012786,1.14122,1.082977,1.099184,1.105416,1.10163,1.117304,1.116926,1.204185,1.183976,1.218859,1.186856,1.032063878,1.031866521,1.014626702,1.031383946,1.044142278,1.020522025,1.011510679,1.320141747,1.037787073,1.034354053,1.035337222,1.017158626,0.712342928,1.021275985,1.028537827,1.05354649,0.910238408,0.968883298,1.03660604,1.039334277,0.979634,1.114879,1.108315,1.116892,1.08296,1.108843,1.097495,1.140748,0.957904,1.060568,1.155393,1.11016,1.218306,1.114819,1.185751,1.164815,1.130087,1.132547,1.136391,1.154776,1.101007,1.181706,0.958989,1.23632,1.253676,1.243245
1.20252,1.218733,1.356249,3.990925,1.678759,1.447456,1.336279,1.562605,1.283282,1.470789,1.525663,1.410788,1.669213,1.356816,1.421344,1.35907,1.406238,1.628803,1.281661,1.428075,1.618664,1.271599,1.63158,1.453253,1.283366,1.302942,1.491974,1.059681,1.134889,1.068226,1.020806,1.092855,1.129764,1.111785,1.111818,1.235921,1.211322,1.144043,1.070924,1.075801,1.090613,1.093526,1.022687,0.919932,0.997368,1.107038,1.261301,1.215435,1.049113,1.029572,1.056735,1.070533,1.06444,1.138822,1.075334,1.103912,1.132102,1.107949,1.097388,1.16325,1.144719,1.139085,1.139444,1.125263,1.148193,1.113835,1.100088,1.131988,1.117297,1.166862,1.128725,1.160777,1.252096,1.173436,1.175459,1.190655,1.210813,1.245449,1.251135,1.201562,1.276134,1.131144,1.124386,0.980236,1.020486,1.120039,1.084487,1.064129,1.072159,1.045373,1.086708,1.099415,1.158099,1.162216,1.169725,1.163038,1.00988515,1.008229431,1.012683604,1.027459717,1.028323091,1.005248072,0.960216666,1.069494896,1.034250421,1.025112534,1.018040639,0.999357117,0.69460184,1.016769752,0.982728666,1.046186204,1.013444939,1.00860787,1.035853021,1.031718277,0.947578,1.05781,1.067086,1.066675,1.04747,1.008086,1.037844,1.132528,0.947679,1.019792,1.074838,1.138432,1.161417,1.14171,1.165632,1.157449,1.130435,1.166944,1.13254,1.159193,1.140937,1.175863,0.858865,1.195362,1.233853,1.233272
1.195789,1.22556,1.350734,3.001659,1.734158,1.411692,1.328728,1.499224,1.260327,1.470838,1.50803,1.450888,1.704474,1.342595,1.524491,1.333865,1.408864,1.900074,1.299066,1.402818,1.494022,1.249526,1.502483,1.412146,1.315594,1.297328,1.457294,1.074578,1.132478,1.064478,1.02109,1.090256,1.118939,1.133297,1.167065,1.254141,1.599219,1.142474,1.064691,1.062785,1.089938,1.081677,1.029593,0.930189,1.008036,1.092979,1.211908,1.163434,1.022695,1.003092,1.024164,1.057749,1.705957,1.131378,1.050457,1.069289,1.099893,1.076176,1.078294,1.15676,1.116164,1.123805,1.158569,1.097064,1.116054,1.085635,1.048006,1.119873,1.084319,1.206849,1.106622,1.144163,1.220669,1.178502,1.138611,1.14064,1.165626,1.189072,1.190061,1.149671,1.227222,1.085816,1.076917,1.025429,0.998694,1.107296,1.083843,1.063738,1.028624,1.015264,1.07178,1.067312,1.122713,1.133,1.132414,1.146976,1.001596833,1.005756515,1.003140117,1.004119507,1.018091234,1.01494702,0.955563847,0.947828775,1.02328566,1.03154773,1.019579783,0.996349113,0.706751704,1.013996621,1.092016549,1.024948274,0.961575303,0.984683164,1.056006261,0.923439446,0.948701,1.056706,1.079964,1.071722,1.079052,1.003659,1.062846,1.155208,0.981483,1.018764,1.055077,1.09744,1.133658,1.109986,1.137741,1.125652,1.095795,1.134541,1.110925,1.126467,1.086701,1.149159,0.778151,1.185036,1.19405,1.201751
1.180236,1.217904,1.343868,2.10353,1.641802,1.392075,1.332732,1.440436,1.240234,1.415016,1.500254,1.394792,1.653752,1.317904,1.512768,1.312929,1.384649,1.769418,1.289448,1.320316,1.392879,1.222489,1.426812,1.387851,1.335568,1.286713,1.504804,1.042079,1.11793,1.055976,1.013897,1.069906,1.10443,1.110166,1.206982,1.238073,2.053065,1.133249,1.061275,1.06405,1.072293,1.066876,1.020868,0.929451,0.995282,1.080494,1.206184,1.174004,1.020938,1.003594,1.011214,1.033042,1.04279,1.058242,1.047145,1.066237,1.099363,1.078673,1.071337,1.161886,1.107212,1.168777,1.202776,1.086605,1.102062,1.075884,1.045856,1.110042,1.078522,1.308304,1.095764,1.1316,1.191999,1.179753,1.126413,1.13696,1.155827,1.173671,1.181689,1.138025,1.208615,1.089394,1.073805,1.358779,1.014306,1.097465,1.081671,1.050125,1.032021,1.027288,1.078684,1.073073,1.12239,1.130969,1.14887,1.138802,1.006088121,1.015342912,0.996950691,1.004358872,1.02853668,1.026473708,0.979747568,1.032823658,1.04382667,1.026765267,1.016057597,1.00964262,0.736327961,1.024819204,1.053007844,1.027392038,0.833455797,0.927201581,1.063555516,1.084523441,0.948141,1.078563,1.078682,1.058941,1.053314,1.018337,1.04227,1.138538,0.981893,1.027677,1.050354,1.048896,1.118635,1.080964,1.14172,1.120057,1.114735,1.109319,1.093263,1.108502,1.243774,1.133388,0.762705,1.182124,1.208596,1.183704
1.167634,1.205863,1.348555,1.660015,1.599079,1.375033,1.348823,1.392341,1.232702,1.384657,1.512624,1.338705,1.5209,1.28704,1.337788,1.284464,1.338606,1.702056,1.287518,1.278928,1.343117,1.210517,1.384046,1.351059,1.275462,1.279735,1.484867,1.050951,1.09416,1.043269,0.996157,1.069288,1.109734,1.122956,1.241542,1.217635,2.011279,1.113922,1.05491,1.056282,1.062352,1.057481,1.018118,0.925733,0.996036,1.071397,1.178323,1.144138,1.017104,0.994942,1.006381,1.013197,0.920846,1.12596,1.035517,1.051901,1.091274,1.076351,1.057559,1.116577,1.095388,1.148949,1.150092,1.076608,1.087469,1.068877,1.047465,1.102912,1.069302,1.527405,1.083381,1.126383,1.193189,1.221398,1.127842,1.119126,1.138043,1.16484,1.179057,1.138158,1.185534,1.075329,1.0573,1.288577,1.016403,1.090852,1.066438,1.072716,1.020199,1.022139,1.055063,1.070934,1.136659,1.132444,1.123475,1.118323,0.999288369,1.002492611,0.99295168,0.995350729,1.005559155,0.994870365,0.986024166,1.140977093,1.007540719,1.008834116,1.012308319,0.998164594,0.758969357,1.003292957,1.035070519,1.022390815,0.987965693,0.934358907,1.01282346,0.973277806,0.976788,1.064563,1.042674,1.025013,1.047409,1.036876,1.023265,1.228539,1.111997,1.016628,1.084606,1.073687,1.120722,1.097318,1.141177,1.106484,1.071954,1.109479,1.095568,1.101938,1.208275,1.14039,0.734874,1.159727,1.156249,1.175912
1.151361,1.195786,1.346067,1.464345,1.592653,1.352984,1.328557,1.372139,1.211574,1.358205,1.468702,1.315864,1.47932,1.264562,1.227878,1.267327,1.308511,1.586722,1.281003,1.282196,1.300612,1.188164,1.447207,1.315193,1.216789,1.30784,1.426752,1.039707,1.091286,1.040307,0.986803,1.063226,1.087689,1.106663,1.286291,1.191277,1.82706,1.118557,1.053535,1.051029,1.067853,1.046086,1.015972,0.929042,1.001356,1.053285,1.14692,1.101757,0.994277,0.971011,0.970326,0.987075,0.8572,0.964049,1.014225,1.035436,1.064013,1.04286,1.033912,1.075286,1.075031,1.098984,1.099474,1.058136,1.059148,1.044503,1.034991,1.071159,1.062219,1.864653,1.062682,1.102002,1.193461,1.294626,1.112065,1.095145,1.123675,1.127899,1.150976,1.101146,1.141287,1.039341,1.024279,1.071042,1.00156,1.071175,1.034431,1.061882,1.011547,1.01975,1.025687,1.037203,1.119703,1.103257,1.099082,1.098789,1.011625784,1.005752576,1.007447481,1.002237515,1.013622352,1.016166604,0.940584877,1.368149773,1.026835096,1.022664885,1.0292901,1.01093524,0.883253117,1.020957999,1.104118779,1.018353385,0.924452731,0.975663719,1.026590079,1.028899529,0.989007,1.047563,1.002233,1.017483,0.999821,0.993848,1.005262,1.100308,1.00093,0.992597,1.048861,1.049998,1.080371,1.057989,1.119258,1.087868,1.060581,1.080732,1.033844,1.084295,1.096816,1.098561,0.699281,1.137133,1.141286,1.133632
1.149537,1.218599,1.305411,1.36751,1.658987,1.319751,1.299794,1.31612,1.19697,1.353279,1.462118,1.248053,1.40342,1.25004,1.454567,1.25146,1.276479,1.521406,1.254231,1.237211,1.269994,1.16993,1.447793,1.306858,1.189237,1.421147,1.41422,1.042667,1.07815,1.038844,0.978677,1.059619,1.074981,1.091094,1.298805,1.164577,1.57861,1.116979,1.049589,1.046966,1.065636,1.039994,1.013075,0.924179,1.003517,1.060999,1.151318,1.11134,1.022862,1.003076,0.996281,0.999294,0.855878,0.946175,1.020479,1.038404,1.056513,1.050868,1.04697,1.061004,1.079373,1.072306,1.087538,1.061008,1.062026,1.063604,1.048044,1.078506,1.059087,1.812471,1.061593,1.098476,1.195196,1.641863,1.114263,1.104073,1.117571,1.132491,1.149787,1.09014,1.160961,1.054163,1.053065,0.946617,1.009615,1.071975,1.033664,1.069258,1.014095,1.010468,1.044867,1.029112,1.113247,1.099938,1.105848,1.107792,0.999597864,1.015386979,1.02068921,0.99462016,1.013167832,1.017817764,0.990210861,1.346981521,1.012638725,1.024930095,1.028090743,1.014254954,1.09584476,1.018499302,1.094385195,1.022981828,0.845007862,0.925522434,1.033101605,1.018691315,1.020308,1.030908,1.014752,1.017269,1.053844,1.000837,1.017512,1.141525,0.972398,1.009618,1.022846,1.008441,1.05384,1.032263,1.068106,1.0647,1.023377,1.017776,1.012326,1.062427,1.017003,1.066646,0.643411,1.122137,1.116296,1.11644
1.121814,1.20306,1.275851,1.28529,1.507962,1.285872,1.268847,1.30426,1.177902,1.342516,1.465131,1.239866,1.357061,1.235436,1.458578,1.240162,1.258296,1.427037,1.291406,1.207744,1.256007,1.153869,1.367633,1.28669,1.146333,1.482949,1.394701,1.027218,1.061452,1.03331,0.972594,1.041129,1.056042,1.077211,1.297921,1.136732,1.383538,1.100293,1.044313,1.043094,1.0556,1.025628,0.998023,0.926159,0.989451,1.048911,1.141958,1.106196,1.021445,1.009575,1.009528,1.00918,0.866053,0.939528,1.016537,1.043512,1.045495,1.03985,1.042082,1.050488,1.079393,1.058462,1.09737,1.060926,1.063038,1.05748,1.054581,1.069847,1.058896,1.595912,1.059478,1.119221,1.162921,1.713357,1.115892,1.104118,1.101782,1.117418,1.177197,1.084845,1.146845,1.052176,1.053976,0.890554,1.025558,1.067751,1.040869,1.064695,1.028682,1.019284,1.03775,1.048812,1.09198,1.079778,1.0659,1.092252,1.016534279,0.997848846,1.007941895,0.997912348,1.003210193,1.007904571,0.977393196,1.117251697,1.02332179,1.008130634,1.013727524,1.014918524,1.191091488,1.020605842,1.019695339,1.019442198,0.915509561,0.932996135,1.021889294,0.97035811,1.04867,1.019399,1.005914,1.032795,0.997109,1.001002,1.015686,1.140163,0.944947,1.066106,1.009358,1.011258,1.068056,1.057085,1.0934,1.061338,1.04595,1.047975,1.033074,1.061681,1.039931,1.084598,0.651139,1.127142,1.106581,1.10301
1.111348,1.193181,1.235707,1.203643,1.42197,1.254058,1.23569,1.246642,1.164322,1.302657,1.399709,1.20019,1.329298,1.2105,1.208654,1.227406,1.248781,1.384099,1.248374,1.210251,1.220109,1.131987,1.305022,1.284673,1.10208,1.365804,1.322801,1.040954,1.053304,1.032104,0.971284,1.035032,1.06048,1.067917,1.364248,1.117591,1.264208,1.087699,1.044032,1.042482,1.055736,1.021428,0.992925,0.921349,1.002368,1.042799,1.107722,1.082031,0.99601,0.972807,0.988231,0.989182,0.841521,0.926812,1.004458,1.017616,1.037162,1.014796,1.021341,1.038609,1.046337,1.039258,1.093213,1.044939,1.044012,1.035131,1.045421,1.051767,1.042826,1.397019,1.042178,1.089995,1.123667,1.477112,1.080187,1.085131,1.077809,1.085838,1.139614,1.059863,1.113869,1.033693,1.020573,0.851092,0.973222,1.069747,1.053391,1.106799,0.99869,1.030258,1.032885,1.035773,1.074279,1.07145,1.077552,1.073174,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.042914,1.026573,0.977723,1.000407,0.988341,0.999063,1.063567,1.078307,0.960088,1.008728,1.017432,1.028945,1.053832,1.066745,1.080262,1.099275,1.044681,1.066677,1.036392,1.075417,1.059149,1.089102,0.657487,1.113582,1.104789,1.098096
1.095282,1.183395,1.202167,1.159368,1.475703,1.238846,1.228238,1.21094,1.153061,1.221734,1.315534,1.193451,1.307061,1.208195,1.169906,1.213485,1.23194,1.357906,1.202356,1.252017,1.21265,1.132234,1.35995,1.545088,1.075981,1.269827,1.471587,1.030185,1.04864,1.040428,0.976367,1.038183,1.050794,1.070492,1.53867,1.111265,1.175154,1.08025,1.041354,1.039136,1.04215,1.018762,0.986875,0.920269,0.996734,1.049388,1.11211,1.089854,1.016459,1.022436,0.996214,1.00094,0.860406,0.953476,1.022882,1.029007,1.026716,1.022597,1.030779,1.031387,1.05686,1.042909,1.071361,1.044121,1.039861,1.049613,1.043169,1.050788,1.036271,1.268149,1.043538,1.076997,1.103554,1.326859,1.091075,1.0958,1.087362,1.095548,1.142786,1.071032,1.108572,1.054073,1.039515,0.864288,0.999533,1.047244,1.062737,1.274101,0.999795,0.995911,1.01431,1.019237,1.077763,1.057344,1.077739,1.072519,2.390437453,2.471987486,2.617628458,2.411612985,1.514203699,2.461283561,2.339465283,2.870288212,2.488255882,2.019793922,2.264478142,1.109442512,2.205154913,1.058054675,1.20405501,1.155145197,0.932839832,1.033588078,2.054502707,2.687710363,1.057168,0.991143,0.983214,1.00122,0.9725,0.985655,0.99938,1.031618,0.925101,0.983999,0.974834,1.001043,1.037295,1.024233,1.075238,1.048973,1.066425,1.031127,1.013866,1.053769,0.972978,1.022544,0.658605,1.079814,1.101765,1.06824
1.095814,1.167032,1.165186,1.120866,1.562452,1.241603,1.201969,1.205859,1.147153,1.166895,1.292597,1.171949,1.308199,1.210996,1.318203,1.187761,1.212617,1.330737,1.159607,1.273796,1.198288,1.122145,1.297885,1.815953,1.081894,1.185115,1.357676,1.020424,1.039051,1.02837,0.968336,1.027765,1.042695,1.057041,1.699276,1.087077,1.11213,1.061687,1.038529,1.045412,1.030371,1.011617,0.990707,0.912178,0.984833,1.031953,1.086961,1.060353,1.003198,1.008715,0.976898,0.992808,0.852322,0.940643,1.003451,1.01308,1.015132,1.015052,1.014129,1.009211,1.052948,1.024223,1.045379,1.031989,1.032208,1.031224,1.026448,1.04078,1.021219,1.173725,1.029832,1.057397,1.080678,1.197435,1.073109,1.086107,1.074771,1.073096,1.11365,1.04419,1.096186,1.028139,1.023563,0.855117,0.976302,1.059131,1.045448,1.181152,1.025151,0.996525,1.023822,1.011182,1.0384,1.031179,1.046306,1.055332,2.491347354,2.58808308,2.746687144,2.588130245,2.046847109,2.558267068,2.582112643,3.257759738,2.510554457,2.362104278,2.628893479,1.21883032,2.535322168,1.139983062,1.190103182,1.469784075,2.083582694,1.71913027,2.612620824,2.886317016,1.038701,1.017706,0.990022,0.994697,1.024651,1.002344,1.010341,1.05897,0.961448,0.986469,0.968311,0.976364,1.042606,1.028971,1.069934,1.03642,1.049012,1.017683,1.016956,1.04319,1.0092,1.05886,0.881433,1.06891,1.061044,1.063486
1.095386,1.162859,1.144961,1.099078,1.560173,1.205176,1.191877,1.208656,1.130071,1.149669,1.22575,1.156318,1.288575,1.199229,1.53741,1.177751,1.208817,1.333808,1.157379,1.283515,1.18986,1.111751,1.295679,1.370198,1.091134,1.111859,1.297793,1.016939,1.034051,1.01396,0.959061,1.014353,1.0495,1.039905,1.56855,1.077967,1.074292,1.054198,1.035236,1.037315,1.022609,1.008294,0.987297,0.927444,0.987826,1.019141,1.068452,1.03612,0.993576,1.006344,0.977698,1.001536,0.844553,0.95186,1.002588,1.009196,1.013623,1.006781,1.010175,1.005846,1.047379,1.021952,1.031763,1.024611,1.028346,1.026758,1.006632,1.03336,1.011039,1.114877,1.027617,1.042502,1.063363,1.11551,1.053679,1.068324,1.049861,1.057867,1.087616,1.045103,1.062776,1.022327,1.025917,0.81736,0.989434,1.033219,1.053525,1.09953,0.99314,0.979953,1.018503,1.014956,1.027476,1.030432,1.050557,1.030047,2.462356263,2.580943504,2.713841233,2.610820001,2.351340849,2.505374099,2.660645341,3.202673316,2.462897527,2.377944416,2.678249237,1.29935544,2.565051444,1.195185069,1.311118429,1.585596186,2.144572004,1.743226403,2.701427982,2.832367583,1.014132,0.996962,1.001322,1.003117,0.984196,0.966055,0.998734,1.041097,1.029596,0.977954,0.960668,0.983688,1.0585,1.053561,1.074636,1.068742,1.070557,1.05093,1.041787,1.046774,1.026974,1.072206,1.070271,1.074665,1.059403,1.06256
1.08809,1.133892,1.1067,1.077879,1.426517,1.198527,1.150652,1.186051,1.121756,1.193462,1.174838,1.147301,1.246586,1.22746,1.317708,1.161056,1.182171,1.331172,1.155577,1.255462,1.178284,1.101712,1.249382,1.234635,1.167198,1.073261,1.277253,1.012641,1.026451,1.008493,0.963901,1.01689,1.035558,1.038475,1.383111,1.065743,1.048763,1.057409,1.03337,1.038224,1.013112,1.007099,0.984307,0.920625,0.989644,1.014617,1.071653,1.032259,1.017373,0.998649,1.017707,1.00316,0.861537,0.98476,1.012387,1.021724,1.008735,1.018782,1.016931,1.011526,1.050955,1.024545,1.023932,1.036891,1.027863,1.029874,1.026719,1.022929,1.022215,1.087311,1.027193,1.039118,1.053265,1.078157,1.055129,1.074974,1.054291,1.056167,1.080443,1.053521,1.076079,1.030783,1.021236,0.796669,1.010531,1.029061,1.02652,1.04751,1.004986,0.991355,1.0184,1.023299,1.020148,1.020226,1.051947,1.03262,2.367601717,2.502233625,2.621532356,2.532707746,2.439286952,2.38747525,2.614171885,3.076589415,2.369923999,2.29527276,2.630463503,1.30840423,2.485913966,1.200491313,1.591921607,1.646341939,2.070346259,1.66930924,2.653769726,2.724557077,1,1,1,1,1,1,1,1,1,1,1,0.985462,1.063979,1.022308,1.043258,1.052734,1.093442,0.997781,1.051626,1.044018,0.987814,1.063833,1.001698,1.062118,1.056518,1.048598
1.073806,1.120298,1.099345,1.077638,1.328653,1.191443,1.141751,1.181944,1.114532,1.19818,1.141102,1.112347,1.236161,1.254267,1.231617,1.160194,1.170156,1.281583,1.155143,1.264354,1.154758,1.09424,1.259588,1.204292,1.122985,1.065696,1.309613,1.012421,1.026273,1.008722,0.963515,1.014821,1.039399,1.035889,1.249452,1.057295,1.029307,1.044949,1.026148,1.030121,1.013128,1.00126,0.985762,0.93785,0.992769,0.996161,1.002788,0.971906,0.960479,0.939796,0.971,0.961768,0.822169,0.974531,0.958922,0.97482,0.977019,0.976275,0.99417,0.978788,1.008,0.984943,0.983588,1.000132,0.992669,0.977448,0.966707,1.00095,0.98697,1.035748,0.993164,1.000576,1.00882,1.020168,0.997243,1.01292,0.992348,1.00033,1.009875,0.990307,1.00754,0.994731,0.966405,0.764016,0.980437,1.028128,1.021198,1.05471,0.997873,0.991161,1.02741,1.02048,1.056902,1.010594,1.024554,1.02606,2.281938756,2.448004754,2.54132685,2.445229311,2.505181709,2.293509003,2.57381584,2.850881611,2.325596935,2.22267729,2.578304088,1.352194705,2.412139932,1.191443284,1.717632881,1.713502202,2.001055501,1.589078159,2.597345174,2.642411165,1.052717,1.579749,1.310096,1.178617,1.965672,1.081586,2.088873,1.070495,1.054913,1.210527,1.399556,0.999818,1.054927,1.033012,1.039456,1.043477,1.047443,1.009004,1.021652,1.037363,0.983912,1.049779,0.838239,1.056404,1.037051,1.032009
1.07417,1.103964,1.085057,1.056751,1.30395,1.161995,1.165916,1.185677,1.105101,1.161185,1.160941,1.094511,1.449876,1.228722,1.283737,1.149809,1.143064,1.21252,1.144716,1.294525,1.14453,1.092803,1.275159,1.172888,1.082611,1.065643,1.243027,1.027342,1.025428,1.014047,0.962682,1.021162,1.034518,1.027009,1.156861,1.046682,1.028725,1.052696,1.026352,1.029954,1.017325,1.007757,0.986085,0.941362,1.004878,0.995634,1.005719,0.974602,0.973684,0.956161,0.954495,0.97475,0.824958,0.947801,0.974826,1.006098,0.981461,0.981549,1.000255,0.984694,1.013868,1.002473,0.993648,1.013951,0.998414,0.988265,0.977087,1.004482,0.988086,1.028527,0.993711,1.002534,1.005215,1.009906,1.001789,1.022632,1.000535,1.000489,1.007296,1.00201,1.016984,1.000367,0.96892,0.755575,1.014863,1.03779,1.028442,1.003628,1.015384,1.000671,1.021589,1.02535,1.042981,1.022028,1.033135,1.022584,2.25233674,2.449127352,2.512191835,2.402461434,2.611710439,2.276513824,2.485908991,2.712778652,2.314250938,2.215766641,2.570401493,1.441420643,2.395623107,1.211139164,1.730759709,1.814601187,2.019737188,1.58797446,2.577965464,2.621680608,1.58792,1.964537,1.743107,1.650276,2.152082,1.801025,2.331565,1.237118,1.089275,1.249228,1.877448,0.979964,1.02982,1.047973,1.055506,1.01872,1.050164,0.997057,1.007731,1.028601,0.975387,1.006983,0.737275,1.043147,1.009705,1.032387
1.076372,1.106359,1.060769,1.06148,1.396055,1.101275,1.191583,1.221911,1.100705,1.130597,1.187795,1.085764,1.796656,1.200061,1.485021,1.164041,1.129224,1.212171,1.131924,1.259488,1.144145,1.084994,1.177194,1.151576,1.035149,1.062317,1.17706,1.003326,1.022447,1.018333,0.951342,1.016111,1.025656,1.029305,1.083665,1.039079,1.025707,1.04917,1.025121,1.023732,1.015068,0.991676,0.994766,0.94063,0.996926,0.997547,0.99603,0.945295,0.953673,0.9441,0.949616,0.973165,0.823414,0.920606,0.961823,0.984516,0.979506,0.977875,0.986991,0.981285,1.005841,0.986139,0.984689,0.996752,0.992222,0.975074,0.963061,0.996847,0.990684,1.004316,0.989639,1.002913,0.990143,1.003609,0.987251,1.004612,0.994283,1.003271,0.987508,0.99089,0.996505,0.989473,0.961514,0.742807,1.005085,1.011954,1.033914,1.050761,1.004087,0.997636,1.00519,1.012535,1.04041,1.0301,1.004615,1.009315,2.200706195,2.414341584,2.464784221,2.3487826,2.643208356,2.22778211,2.36069643,2.463215828,2.272466396,2.122021774,2.416587105,1.498153267,2.358800055,1.199836806,1.661894134,1.850306394,2.022124216,1.626695781,2.521595286,2.575994113,1.663397,2.02456,1.78951,1.828734,2.217115,1.568832,2.24668,2.357571,1.257884,1.24842,1.868539,0.98801,1.031145,1.009006,1.03207,1.004837,1.031415,0.988508,1.005448,1.042846,0.983912,1.04602,0.678865,1.044757,1.024611,1.022667
1.075978,1.096289,1.04251,1.061041,1.472631,1.073775,1.185029,1.26265,1.09643,1.096243,1.201375,1.059056,1.576635,1.167021,1.3083,1.135199,1.132877,1.20789,1.143104,1.235892,1.177935,1.082742,1.175677,1.140111,1.004289,1.064245,1.166321,1.005447,1.014797,1.019604,0.953047,1.010713,1.030139,1.04066,1.053095,1.036918,1.026452,1.042642,1.021139,1.020608,1.015134,0.99404,0.995054,0.939547,0.99215,0.982835,0.9786,0.92141,0.928551,0.919303,0.921697,0.939885,0.80876,0.871048,0.952202,0.96493,0.973482,0.967621,0.979399,0.963377,0.99033,0.976365,0.979484,0.97991,0.984091,0.966248,0.95241,0.989906,0.973488,0.985687,0.978056,0.98439,0.982083,0.985394,0.970458,0.983087,0.970686,0.978499,0.975925,0.988161,0.977348,0.972081,0.946016,0.739551,1.011576,1.022377,1.035932,1.0137,1.026147,0.983286,1.009285,1.001931,1.030365,1.021142,1.020896,1.021325,2.160752884,2.375909341,2.418286677,2.310236648,2.643884767,2.162950134,2.261407258,2.151292302,2.222751664,2.050543651,2.332399151,1.546754928,2.318111588,1.252382264,1.659378244,1.865184067,1.9801914,1.634915376,2.47441125,2.53327198,1.604329,1.999407,1.72591,1.813544,2.131849,1.077008,1.964183,2.083423,1.350927,1.130943,1.793799,0.958043,1.047211,1.01292,1.027429,1.042279,1.026449,0.986872,0.996783,1.012532,0.98449,1.013227,0.669277,1.04085,1.010637,1.006968
