FOV 5 Cell 1,FOV 5 Cell 2,FOV 5 Cell 3,FOV 5 Cell 4,FOV 5 Cell 5,FOV 5 Cell 6,FOV 5 Cell 7,FOV 5 Cell 8,FOV 5 Cell 9,FOV 5 Cell 10,FOV 5 Cell 11,FOV 5 Cell 12,FOV 5 Cell 13,FOV 5 Cell 14,FOV 5 Cell 15,FOV 5 Cell 16,FOV 5 Cell 17,FOV 5 Cell 18,FOV 5 Cell 19,FOV 5 Cell 20,FOV 5 Cell 21,FOV 5 Cell 22,FOV 5 Cell 23,FOV 5 Cell 24,FOV 5 Cell 25,FOV 5 Cell 26,FOV 5 Cell 27,FOV 6 Cell 1,FOV 6 Cell 2,FOV 6 Cell 3,FOV 6 Cell 4,FOV 6 Cell 5,FOV 6 Cell 6,FOV 6 Cell 7,FOV 6 Cell 8,FOV 6 Cell 9,FOV 6 Cell 10,FOV 6 Cell 11,FOV 6 Cell 12,FOV 6 Cell 13,FOV 6 Cell 14,FOV 6 Cell 15,FOV 6 Cell 16,FOV 6 Cell 17,FOV 6 Cell 18,FOV 7 Cell 1,FOV 7 Cell 2,FOV 7 Cell 3,FOV 7 Cell 4,FOV 7 Cell 5,FOV 7 Cell 6,FOV 7 Cell 7,FOV 7 Cell 8,FOV 7 Cell 9,FOV 7 Cell 10,FOV 7 Cell 11,FOV 7 Cell 12,FOV 7 Cell 13,FOV 7 Cell 14,FOV 7 Cell 15,FOV 7 Cell 16,FOV 7 Cell 17,FOV 7 Cell 18,FOV 7 Cell 19,FOV 7 Cell 20,FOV 7 Cell 21,FOV 7 Cell 22,FOV 7 Cell 23,FOV 7 Cell 24,FOV 7 Cell 25,FOV 7 Cell 26,FOV 7 Cell 27,FOV 7 Cell 28,FOV 7 Cell 29,FOV 7 Cell 30,FOV 7 Cell 31,FOV 7 Cell 32,FOV 7 Cell 33,FOV 7 Cell 34,FOV 7 Cell 35,FOV 7 Cell 36,FOV 7 Cell 37,FOV 7 Cell 38,FOV 7 Cell 39,FOV 8 Cell 1,FOV 8 Cell 2,FOV 8 Cell 3,FOV 8 Cell 4,FOV 8 Cell 5,FOV 8 Cell 6,FOV 8 Cell 7,FOV 8 Cell 8,FOV 8 Cell 9,FOV 8 Cell 10,FOV 8 Cell 11,FOV 8 Cell 12,FOV 2 Cell 1,FOV 2 Cell 2,FOV 2 Cell 3,FOV 2 Cell 4,FOV 2 Cell 5,FOV 2 Cell 6,FOV 2 Cell 7,FOV 2 Cell 8,FOV 2 Cell 9,FOV 2 Cell 10,FOV 2 Cell 11,FOV 2 Cell 12,FOV 2 Cell 13,FOV 2 Cell 14,FOV 2 Cell 15,FOV 2 Cell 16,FOV 2 Cell 17,FOV 2 Cell 18,FOV 2 Cell 19,FOV 2 Cell 20,FOV 4 Cell 1,FOV 4 Cell 2,FOV 4 Cell 3,FOV 4 Cell 4,FOV 4 Cell 5,FOV 4 Cell 6,FOV 4 Cell 7,FOV 4 Cell 8,FOV 4 Cell 9,FOV 4 Cell 10,FOV 4 Cell 11,FOV 5 Cell 1,FOV 5 Cell 2,FOV 5 Cell 3,FOV 5 Cell 4,FOV 5 Cell 5,FOV 5 Cell 6,FOV 5 Cell 7,FOV 5 Cell 8,FOV 5 Cell 9,FOV 5 Cell 10,FOV 5 Cell 11,FOV 5 Cell 12,FOV 5 Cell 13,FOV 5 Cell 14,FOV 5 Cell 15
1.324773,1.258618,1.119422,1.377019,0.988099,1.078098,1.093449,0.896736,1.640878,1.002671,1.058962,1.248036,1.478483,1.049481,0.915256,0.921194,0.933074,0.983477,1.003163,1.557345,1.313753,1.232861,1.108892,1.357392,1.004647,0.717259,0.808748,2.080088,1.091551,0.94238,1.349233,1.199305,1.29483,1.138299,1.144584,1.050817,1.211174,0.564985,0.309058,1.252418,0.920184,1.449649,1.199715,1.135298,1.337424,1.262671,1.104699,1.078197,1.000403,1.045526,0.924178,0.975061,0.898761,1.03318,1.158367,1.06225,1.071614,1.044052,1.104514,1.067688,1.091628,1.053229,1.0293,1.006883,1.137915,0.969781,0.971529,1.239043,1.236244,1.218686,1.145302,1.490551,1.119603,0.982948,1.023391,1.261968,1.64693,1.292546,1.085264,1.083985,0.88857,1.032148,0.947444,0.869436,1.404852,1.019182,0.987199,1.067728,1.298823,1.011099,1.051593,1.079992,1.254249,0.97247,0.781465,1.041704,1.074170678,1.135382762,1.183791322,1.070657816,0.852978005,0.714660001,0.828000083,1.144866131,1.182929468,0.995076829,1.331898789,0.738290869,1.086331428,0.928633854,0.883856887,0.732724152,0.797363558,0.817401137,0.960291002,1.154487259,0.774072,0.849589,0.814949,0.834968,0.965675,0.879624,0.834831,0.899183,0.866082,0.67197,0.822717,0.724388,0.807282,0.848541,0.714558,0.758377,0.863631,0.816435,0.861672,0.793604,0.746206,0.869293,0.982044,0.819197,0.850866,0.885836
1.3105,1.251031,1.117072,1.391742,0.983712,1.078431,1.10431,0.905843,1.625464,1.019093,1.069461,1.255618,1.490488,1.05406,0.907739,0.946436,0.92735,0.98115,1.00014,1.568984,1.356949,1.22563,1.139244,1.227976,1.011544,0.72293,0.802161,2.115977,1.081107,0.952773,1.353476,1.213408,1.287918,1.142878,1.126667,1.073493,1.223467,0.577567,0.313975,1.245905,0.919924,1.473897,1.218982,1.127036,1.350118,1.252671,1.124041,1.08666,0.967165,1.006861,0.918422,0.969778,0.893043,1.078172,1.168634,1.06512,1.065405,1.052637,1.108085,1.081932,1.07739,1.049341,1.04156,1.003188,1.139368,0.964719,0.962882,1.22705,1.225239,1.193347,1.132987,1.475511,1.120938,0.963098,1.04136,1.27795,1.659296,1.271231,1.087433,1.077847,0.858997,1.027486,0.931606,0.857144,1.419524,1.010526,0.975661,1.068563,1.296525,1.028572,1.020047,1.070675,1.09133,0.971842,0.770295,1.033783,1.076371571,1.136450993,1.181633491,1.06201578,0.854870018,0.702460188,0.799860007,1.190594753,1.274176784,1.010999578,1.344263355,0.749554554,1.160367169,1.002102753,0.895533744,0.701901988,0.787791038,0.82951639,0.972455629,1.110372175,0.745113,0.809213,0.787146,0.790119,0.924416,0.789552,0.810439,0.908078,0.751709,0.646076,0.787229,0.779228,0.850689,0.85316,0.734952,0.763013,0.889715,0.842549,0.921015,0.830527,0.741211,0.848587,0.977001,0.828062,0.86187,0.889866
1.305228,1.240357,1.094671,1.358008,0.975672,1.080973,1.101645,0.907824,1.656223,1.024292,1.081831,1.262061,1.457089,1.067612,0.909913,0.962108,0.95789,0.981466,1.004345,1.570003,1.361744,1.260095,1.170954,1.20744,1.023309,0.736043,0.795403,2.062642,1.07451,0.944164,1.341798,1.211209,1.294655,1.166137,1.140269,1.068688,1.201881,0.571299,0.309538,1.243193,0.901536,1.471283,1.201294,1.112639,1.330878,1.255845,1.109272,1.058615,0.971634,1.023902,0.91264,0.973883,0.888782,1.029467,1.15844,1.087032,1.062341,1.044192,1.108406,1.111137,1.068838,1.056504,1.027693,1.000699,1.13831,0.954301,0.977863,1.222426,1.227282,1.205976,1.140319,1.481173,1.130977,0.978171,1.01782,1.282244,1.644364,1.267447,1.066309,1.067554,0.861153,1.020058,0.928226,0.856916,1.42871,1.014546,0.982436,1.053185,1.321246,1.033233,0.973305,1.018004,0.984263,0.958647,0.771574,1.038361,1.080012366,1.143495269,1.197464011,1.059993237,0.8879934,0.679056374,0.770090837,1.15831025,1.331128605,1.021603763,1.352685547,0.741081947,1.251445163,1.120101591,0.910923649,0.699415704,0.804210169,0.832177009,0.962159671,1.080784897,0.772649,0.83064,0.813162,0.805595,0.937772,0.84604,0.832096,0.895838,0.85474,0.694264,0.781643,0.774441,0.864494,0.862431,0.741005,0.763014,0.859551,0.815581,0.916338,0.849286,0.750914,0.837708,0.928009,0.822419,0.861119,0.902094
1.290482,1.201229,1.091237,1.33661,0.962733,1.076244,1.091591,0.907691,1.656352,1.004411,1.080777,1.2802,1.442966,1.084333,0.896035,0.940431,0.969506,0.985347,1.002259,1.531782,1.361513,1.243077,1.139699,1.199723,1.00578,0.742821,0.789886,2.081756,1.084461,0.940869,1.350455,1.207613,1.299678,1.137913,1.131718,1.078211,1.235133,0.569333,0.313916,1.26609,0.915828,1.473747,1.212979,1.121038,1.361165,1.225117,1.072866,1.033763,0.966013,0.958697,0.863726,0.934446,0.870744,0.97977,1.154577,1.048005,1.03864,1.019934,1.073569,1.093329,1.046709,1.029926,1.015548,0.976722,1.104534,0.915325,0.904039,1.214172,1.198314,1.187341,1.108347,1.46773,1.093392,0.940394,0.984245,1.23379,1.586958,1.224222,1.042877,1.031194,0.812748,0.979206,0.872973,0.842525,1.385977,1.012612,0.993145,1.067316,1.33221,1.026805,0.971141,1.002333,0.947584,0.954589,0.793544,1.044055,1.075611679,1.135331093,1.19439102,1.030059657,0.887371235,0.682188533,0.789357371,1.091292738,1.335879933,1.02357997,1.36568795,0.724973352,1.306172229,1.214163749,0.917751543,0.702113525,0.814358544,0.835923974,0.934981311,1.039212725,0.76617,0.825701,0.890267,0.812689,0.933439,0.878056,0.835592,0.933955,0.850381,0.830757,0.794375,0.754732,0.887566,0.865784,0.745413,0.755145,0.883437,0.844729,0.914671,0.844663,0.798591,0.856964,0.901643,0.854182,0.867218,0.926066
1.306264,1.192892,1.1046,1.351385,0.967524,1.096891,1.105166,0.90078,1.653297,0.982043,1.092576,1.283336,1.464112,1.074951,0.910268,0.941639,1.013626,0.996531,1.011788,1.541632,1.400849,1.26111,1.133667,1.21919,1.010567,0.733934,0.784446,2.059074,1.094736,0.939747,1.36145,1.208018,1.31745,1.133757,1.115978,1.100916,1.231715,0.565893,0.315785,1.273685,0.926789,1.488459,1.205675,1.127133,1.350758,1.243798,1.116286,1.090416,0.96594,0.995704,0.900346,0.974805,0.90961,0.9993,1.167325,1.06461,1.064433,1.036554,1.097103,1.072285,1.067125,1.051563,1.03363,0.998992,1.146022,0.963488,0.93784,1.273312,1.217581,1.219968,1.125207,1.497035,1.117051,0.966925,1.010752,1.249842,1.622956,1.251013,1.069462,1.06,0.86266,1.017499,0.917796,0.857394,1.407002,1.007807,0.974632,1.059823,1.314651,1.00494,0.941506,0.999704,0.94106,0.9618,0.767381,1.016919,1.086021975,1.141976343,1.1982047,1.044648057,0.916238529,0.749477906,0.808748772,1.006493937,1.304935723,1.027467183,1.375801288,0.744562248,1.352169587,1.222653154,0.920174958,0.719794219,0.810019693,0.835369326,0.933574305,0.997458027,0.770512,0.832329,0.883401,0.801007,0.92172,0.833845,0.825039,0.916877,0.83201,0.812054,0.796166,0.738999,0.816897,0.828426,0.716614,0.748591,0.869302,0.808702,0.881806,0.829816,0.737607,0.845489,0.845772,0.854991,0.853238,0.910366
1.315335,1.224993,1.111915,1.319199,0.970758,1.08189,1.115148,0.921643,1.641868,0.974715,1.1004,1.304742,1.472805,1.088546,0.899369,0.971086,1.075935,0.996191,1.034851,1.524845,1.443631,1.237224,1.150059,1.184132,1.006861,0.749454,0.794796,2.065738,1.095609,0.955765,1.353019,1.20821,1.323372,1.132024,1.091118,1.088395,1.221121,0.56869,0.315399,1.276552,0.930688,1.477067,1.206637,1.131077,1.334824,1.255724,1.122228,1.068359,0.988836,1.004814,0.913106,0.99487,0.902013,1.003354,1.167303,1.05267,1.06121,1.036683,1.098236,1.064067,1.069023,1.064254,1.04354,1.006401,1.147795,0.951668,0.968483,1.475261,1.23019,1.222952,1.139694,1.505936,1.126474,0.979291,1.009664,1.26266,1.615611,1.259597,1.066242,1.078082,0.860548,1.009854,0.918978,0.886854,1.399076,1.012737,0.990859,1.051661,1.299785,1.001302,0.960905,0.996879,0.947406,0.950657,0.767611,1.013744,1.081335618,1.134717611,1.182794376,1.027789278,0.920713225,0.795338683,0.816207984,0.967836722,1.247131199,1.00970053,1.355377062,0.734644172,1.36798463,1.169832013,0.874938618,0.704533288,0.797918576,0.821201022,0.902694276,0.959381589,0.776522,0.855614,0.856531,0.787553,0.93008,0.807002,0.831266,0.897726,0.81019,0.717108,0.786667,0.747049,0.884504,0.871497,0.830143,0.796464,0.904819,0.846777,0.93596,0.821062,0.775936,0.872441,0.847925,0.843524,0.853613,0.933619
1.311781,1.22446,1.094008,1.267827,0.947069,1.098875,1.101714,0.881456,1.634433,0.986944,1.079952,1.280823,1.532024,1.096159,0.915139,0.980622,1.148727,1.016245,1.020465,1.492252,1.472472,1.220036,1.110058,1.153675,0.99411,0.732815,0.795905,2.079843,1.104713,0.949096,1.364497,1.225003,1.314325,1.163981,1.124216,1.079954,1.21603,0.576267,0.31337,1.254409,0.929041,1.469257,1.220343,1.126085,1.328556,1.258996,1.117785,1.108812,0.952861,0.999882,0.921168,0.980811,0.908382,0.976454,1.149935,1.028513,1.055545,1.030389,1.101563,1.06904,1.071459,1.045895,1.027248,1.004068,1.144922,0.948331,0.949028,1.512619,1.238612,1.236562,1.134094,1.49912,1.132403,0.967683,1.017739,1.257564,1.612632,1.274519,1.059718,1.081371,0.855029,1.002268,0.919633,0.873302,1.402833,1.013173,0.973332,1.076215,1.271202,0.983799,0.960441,0.988169,0.913193,0.957082,0.748397,1.014093,1.083595992,1.143919216,1.187524786,1.053240292,0.936374155,0.791224301,0.803526869,1.005198019,1.173989598,1.010362919,1.336020204,0.775948311,1.346010613,1.109840287,0.877737638,0.713440138,0.808167824,0.821797135,0.925511473,0.941165866,0.746508,0.823555,0.825216,0.782562,0.930761,0.814425,0.810715,0.861513,0.791485,0.640536,0.768502,0.76093,0.890789,0.840661,0.76067,0.7435,0.878217,0.837654,0.927392,0.811,0.759361,0.854669,0.8258,0.849199,0.852706,0.928834
1.332917,1.2189,1.108873,1.259302,0.93219,1.074988,1.093672,0.892621,1.650535,1.0051,1.067153,1.274215,1.529865,1.102731,0.897847,0.964659,1.164061,1.010083,1.021668,1.452272,1.497657,1.216681,1.076523,1.128511,0.998392,0.737267,0.806511,2.094222,1.097097,0.949259,1.353091,1.219938,1.309359,1.147012,1.116392,1.062945,1.217917,0.572823,0.315435,1.239997,0.93243,1.493185,1.204255,1.143876,1.341004,1.251866,1.08411,1.071507,0.936892,0.991559,0.887217,0.93564,0.878015,0.943163,1.111582,1.010478,1.039378,1.004418,1.084784,1.053592,1.051903,1.022875,1.008287,0.987763,1.095177,0.93039,0.903574,1.429662,1.202735,1.218973,1.115608,1.481197,1.107115,0.933873,1.01458,1.236411,1.5868,1.223847,1.023412,1.054502,0.809016,0.983163,0.899902,0.852119,1.427303,1.012222,0.966471,1.056623,1.26861,0.957319,0.973717,0.983561,0.942259,0.945546,0.758253,1.0126,1.080547927,1.141602914,1.184260968,1.101494306,0.928384933,0.816033937,0.792353069,1.032939064,1.087764149,1.003163683,1.312246092,0.743347881,1.282451498,1.040503269,0.846983853,0.708019724,0.807234093,0.818440841,0.94617195,0.936001825,0.765053,0.831716,0.818715,0.796155,0.950706,0.830281,0.831386,0.880884,0.823243,0.646923,0.783498,0.755676,0.846719,0.863896,0.706635,0.767813,0.864989,0.888126,0.932389,0.838561,0.765323,0.849802,0.838936,0.87374,0.870146,0.961884
1.348932,1.234441,1.123899,1.267884,0.942092,1.079439,1.078657,0.890105,1.673887,0.97997,1.09928,1.284748,1.496061,1.109413,0.882928,0.973932,1.114596,1.013662,1.0078,1.457385,1.474179,1.212144,1.0838,1.098307,0.997125,0.8057,0.792061,2.098242,1.122483,0.964077,1.359022,1.227667,1.306987,1.149959,1.103175,1.063372,1.199949,0.565325,0.313026,1.236779,0.924828,1.492797,1.194629,1.137614,1.32916,1.280253,1.104976,1.06254,0.986959,0.973181,0.905332,0.961031,0.886083,0.984047,1.130043,1.026756,1.073804,1.026536,1.09352,1.083074,1.059776,1.048183,1.016047,0.99994,1.126035,0.948143,0.937332,1.362135,1.215336,1.225511,1.111229,1.480846,1.13094,0.966343,1.01476,1.254418,1.596595,1.245429,1.035778,1.074252,0.835848,1.006767,0.90681,0.863689,1.453779,1.023438,0.994052,1.061836,1.261899,0.991298,0.988409,0.967502,0.915054,0.94332,0.734155,1.012425,1.072586312,1.12695243,1.184627562,1.108270966,0.881301914,0.783111634,0.74460918,1.090974309,0.974784263,0.977048831,1.270217912,0.697966489,1.180112476,0.94174937,0.819734241,0.709905211,0.800225389,0.815888246,0.964023634,0.947395019,0.778219,0.853308,0.829565,0.821232,0.949322,0.887483,0.865186,0.886151,0.821234,0.631531,0.795535,0.719899,0.80023,0.826711,0.749969,0.77339,0.875466,0.820944,0.845313,0.845859,0.740842,0.854817,0.879685,0.851452,0.863426,0.936071
1.35517,1.242447,1.115581,1.275502,0.902536,1.08268,1.080067,0.883734,1.660519,0.980535,1.081307,1.29133,1.556186,1.158849,0.850093,0.972118,1.055834,1.007988,1.001538,1.461497,1.496337,1.221866,1.060563,1.085094,0.99623,0.878571,0.773883,2.131147,1.105277,0.945543,1.350569,1.210499,1.281494,1.154528,1.114033,1.065928,1.182791,0.565618,0.316902,1.246322,0.913283,1.477398,1.179091,1.133282,1.30948,1.289476,1.107348,1.075667,0.994781,1.017088,0.90672,0.992296,0.904584,0.984123,1.147346,1.044242,1.077646,1.033103,1.130186,1.08966,1.059413,1.054897,1.036637,1.005299,1.142274,0.961006,0.955017,1.298496,1.239488,1.230039,1.124406,1.492364,1.138119,0.984494,1.017423,1.271344,1.604337,1.264845,1.067695,1.08901,0.864854,1.029989,0.942305,0.873838,1.466478,1.015319,0.973618,1.055995,1.262094,0.966034,0.982097,0.972059,0.922795,0.946762,0.743526,1.010856,1.07299246,1.132623105,1.182570961,1.121229753,0.8834105,0.771090669,0.765929997,1.199475491,0.872749429,0.973892725,1.247446963,0.678738277,1.033127416,0.884471988,0.862385523,0.740350703,0.810501414,0.831982277,1.001812931,0.947380156,0.769578,0.82619,0.794857,0.79146,0.93523,0.809844,0.815815,0.889012,0.834975,0.625093,0.766575,0.765921,0.87462,0.861018,0.77555,0.781642,0.88813,0.831615,0.923045,0.844977,0.787604,0.881577,0.907409,0.904336,0.884111,1.0042
1.363428,1.245389,1.145035,1.300912,0.920346,1.099263,1.113625,0.903048,1.646987,0.979478,1.083791,1.2859,1.643111,1.169647,0.86853,0.958073,0.988775,1.002019,1.010943,1.459295,1.490024,1.209355,1.068086,1.038666,1.006378,0.841241,0.793311,2.113491,1.100302,0.956863,1.33646,1.223699,1.28075,1.143852,1.116252,1.071725,1.188179,0.568751,0.312228,1.237674,0.918019,1.477809,1.187199,1.138853,1.327564,1.282573,1.139124,1.072652,0.980185,1.056443,0.925896,0.982301,0.911113,0.994345,1.155674,1.061913,1.067488,1.048608,1.117024,1.078918,1.074212,1.064778,1.037505,1.010984,1.135184,0.979836,0.967108,1.268748,1.239892,1.224641,1.124096,1.504483,1.13317,0.981149,1.045648,1.264117,1.603312,1.267065,1.076719,1.098048,0.861986,1.0197,0.962304,0.873396,1.434216,1.007599,0.973692,1.060275,1.269084,0.987342,0.986288,0.964606,0.946342,0.94208,0.741218,1.017487,1.083733624,1.141071126,1.179669934,1.157678218,0.877285006,0.750363616,0.767229642,1.18183945,0.792704945,0.9635647,1.224476317,0.685877928,0.879916087,0.855872711,0.842865282,0.721516255,0.814912575,0.83197708,1.050668122,0.969764364,0.778071,0.839494,0.789322,0.812589,0.950763,0.847279,0.84287,1.002086,0.847401,0.628927,0.777448,0.762683,0.797184,0.811677,0.756872,0.730815,0.855068,0.82519,0.8198,0.812802,0.753934,0.865374,0.942824,0.873376,0.858453,1.133168
1.402566,1.267993,1.158019,1.322072,0.922293,1.096696,1.10717,0.909586,1.657596,1.00309,1.097382,1.30345,1.645134,1.173475,0.861269,0.961334,0.936497,1.001892,1.027248,1.480526,1.499451,1.227885,1.076832,1.020927,1.016248,0.775998,0.800771,2.097149,1.096503,0.94693,1.331484,1.216825,1.278204,1.126375,1.114809,1.043055,1.189458,0.557048,0.307769,1.236083,0.898478,1.500237,1.196944,1.13935,1.310712,1.259014,1.109279,1.060605,0.975967,1.033315,0.922659,0.962725,0.910742,1.006504,1.160074,1.057265,1.077671,1.038864,1.105354,1.091129,1.082768,1.056616,1.031591,1.002586,1.123855,0.988231,0.959067,1.231925,1.224783,1.213078,1.126155,1.472019,1.140859,0.965987,1.033939,1.252112,1.607575,1.265939,1.06145,1.09144,0.86033,1.003652,0.926023,0.867575,1.424173,1.006718,0.966299,1.062083,1.249312,0.996722,0.987259,0.962281,0.947076,0.938639,0.735984,1.022567,1.078850452,1.142404307,1.180423974,1.145086553,0.882708099,0.743869982,0.823858668,1.081174229,0.745802222,0.95305996,1.189476591,0.724757657,0.786072554,0.833335321,0.847233118,0.719064276,0.805592736,0.829212003,1.097162055,0.971689089,0.749955,0.818579,0.793111,0.782105,0.903005,0.856158,0.830272,1.102515,0.770656,0.628309,0.770405,0.731007,0.800015,0.824132,0.744605,0.734036,0.861197,0.817073,0.815641,0.80761,0.754121,0.837006,1.095746,0.881944,0.837344,1.371792
1.393552,1.253653,1.146156,1.283466,0.929809,1.100259,1.101484,0.907871,1.627375,1.003241,1.089152,1.302248,1.672752,1.13992,0.868254,0.944734,0.921615,0.999254,1.017576,1.477225,1.508542,1.227553,1.084397,1.012414,1.011468,0.740756,0.787706,2.12093,1.099509,0.958624,1.321704,1.250659,1.296467,1.143279,1.128219,1.060827,1.196773,0.565154,0.313483,1.230243,0.90253,1.494473,1.205386,1.132679,1.337644,1.272816,1.109076,1.077252,0.986838,1.040002,0.903239,0.984803,0.897417,1.003563,1.183841,1.060544,1.061972,1.033619,1.092548,1.095068,1.075404,1.058525,1.01389,0.997239,1.130874,0.97278,0.97628,1.219669,1.227098,1.207904,1.118243,1.47147,1.131396,0.95563,1.023955,1.243903,1.59831,1.244882,1.064328,1.090508,0.844148,1.007289,0.92455,0.862165,1.454808,1.002526,0.957056,1.058307,1.24855,0.995126,0.949672,0.960388,0.916909,0.940896,0.743643,1.009707,1.069667603,1.138530767,1.173691662,1.14185341,0.885275704,0.713110034,0.853035559,1.056867331,0.703256209,0.925983322,1.138905499,0.703094362,0.739943144,0.804917666,0.869238026,0.715829792,0.801988363,0.816582617,1.068805457,0.976296468,0.766717,0.827551,0.825367,0.80132,0.919488,0.881784,0.813998,1.292172,0.864206,0.645609,0.775072,0.74392,0.840195,0.837474,0.72557,0.771666,0.881105,0.815959,0.846532,0.828023,0.758176,0.836337,1.205262,0.851704,0.8428,1.347182
1.374959,1.323029,1.132551,1.243458,0.972264,1.096001,1.098413,0.891447,1.656842,1.03966,1.060505,1.303537,1.63317,1.092431,0.850915,0.95411,0.899734,0.980403,1.024146,1.480723,1.483069,1.233141,1.068336,1.001174,1.008927,0.733612,0.785524,2.120146,1.110927,0.953155,1.329307,1.221472,1.270275,1.156119,1.12652,1.066421,1.185409,0.561131,0.315415,1.244448,0.910339,1.511724,1.202499,1.136114,1.340115,1.256475,1.115101,1.079459,0.974547,1.025843,0.919981,0.986452,0.915024,1.008693,1.167084,1.05194,1.067098,1.035981,1.100379,1.113483,1.071489,1.060165,1.03944,0.995558,1.134489,0.997035,0.959042,1.211003,1.221269,1.218506,1.11475,1.465426,1.126386,0.972123,1.014868,1.248357,1.600228,1.259325,1.086276,1.093976,0.865047,0.99324,0.92575,0.853805,1.46939,0.995004,0.95483,1.042103,1.227898,0.984188,0.93608,0.97086,0.961961,0.940338,0.748793,1.015755,1.071551952,1.133077548,1.176682064,1.130522904,0.883596413,0.682231285,0.895733026,1.003952208,0.681072801,0.907207222,1.091224431,0.706086663,0.726036639,0.791090863,0.825441647,0.720437099,0.797105593,0.81565134,1.030508403,0.996724717,0.761476,0.826057,0.796192,0.775344,0.923016,0.796551,0.814038,1.26523,0.797338,0.632273,0.76681,0.76949,0.80142,0.862022,0.743396,0.774612,0.888171,0.820518,0.867972,0.838504,0.775187,0.846309,1.223296,0.843183,0.856544,1.322918
1.362675,1.290924,1.120948,1.19621,0.970737,1.102003,1.076425,0.873139,1.60422,1.011452,1.04403,1.299033,1.55876,1.076702,0.843326,0.944788,0.906507,0.989351,0.999359,1.471715,1.420741,1.249191,1.058727,0.983303,0.984043,0.723614,0.771968,2.15193,1.11597,0.948301,1.320617,1.205443,1.287381,1.154031,1.126368,1.045785,1.207031,0.559775,0.30847,1.246548,0.910991,1.493593,1.185238,1.146502,1.34237,1.262259,1.101432,1.075718,0.98165,1.019498,0.909456,0.969662,0.882685,0.983794,1.17768,1.071326,1.068513,1.03988,1.100829,1.099033,1.075369,1.051087,1.01417,0.995233,1.135919,0.969174,0.944799,1.209189,1.232294,1.220231,1.110479,1.469435,1.145334,0.955611,0.996917,1.251836,1.579915,1.247921,1.054205,1.089493,0.848229,1.00712,0.933075,0.84944,1.451192,1.037896,0.97739,1.063108,1.26316,0.975762,0.932504,0.959058,0.915897,0.951528,0.756657,1.01341,1.061909239,1.120997368,1.167597273,1.095667084,0.902686079,0.67275626,0.882823293,1.030964175,0.653280694,0.877932962,1.041753802,0.697811759,0.711367773,0.767880771,0.801518743,0.701769174,0.799845247,0.823176866,0.954586094,0.997897931,0.764594,0.817959,0.810422,0.787454,0.936538,0.813928,0.822002,1.149417,0.826789,0.729296,0.795609,0.751008,0.774435,0.759096,0.693465,0.707407,0.861995,0.796494,0.791174,0.816173,0.759306,0.810214,1.097543,0.840956,0.834788,1.27178
1.337365,1.289737,1.093197,1.203506,0.954214,1.100315,1.087876,0.87525,1.595682,1.00367,1.056052,1.306243,1.581066,1.036685,0.873906,0.957992,0.907108,0.987087,0.97756,1.477006,1.422657,1.243429,1.061697,0.965131,1.000013,0.724542,0.792552,2.114318,1.141092,0.946829,1.324556,1.218481,1.280868,1.158528,1.156663,1.063304,1.206848,0.562122,0.309604,1.260707,0.920462,1.502625,1.183833,1.160167,1.366123,1.244178,1.084464,1.046358,0.963436,0.995714,0.886427,0.947111,0.902416,1.004508,1.154129,1.040425,1.052957,1.030251,1.087595,1.068867,1.056489,1.037473,1.011154,0.991948,1.100441,0.9369,0.92562,1.219865,1.217454,1.218916,1.100669,1.46305,1.108705,0.958864,1.021374,1.229896,1.570779,1.205617,1.026036,1.057194,0.816426,0.984337,0.907364,0.852929,1.437917,1.019854,0.981341,1.074446,1.26176,0.975625,0.971828,0.968525,0.960555,0.966384,0.777983,1.023351,1.061875639,1.121488041,1.167770798,1.061844498,0.912383178,0.676192712,0.857584027,1.03054279,0.652249558,0.870409935,1.014062271,0.723123704,0.720897221,0.761283703,0.80199901,0.716448742,0.801369792,0.820385478,0.890496299,1.02819465,0.765126,0.813081,0.841193,0.788481,0.955614,0.874441,0.827753,0.931253,0.872276,0.817598,0.804048,0.740257,0.886992,0.888486,0.737731,0.753343,0.873755,0.831703,0.933555,0.843637,0.787114,0.857089,0.959542,0.875598,0.835031,1.261531
