FOV 5 Cell 1,FOV 5 Cell 2,FOV 5 Cell 3,FOV 5 Cell 4,FOV 5 Cell 5,FOV 5 Cell 6,FOV 6 Cell 1,FOV 6 Cell 2,FOV 6 Cell 3,FOV 6 Cell 4,FOV 6 Cell 5,FOV 7 Cell 1,FOV 7 Cell 2,FOV 7 Cell 3,FOV 7 Cell 4,FOV 7 Cell 5,FOV 7 Cell 6,FOV 8 Cell 1,FOV 8 Cell 2,FOV 8 Cell 3,FOV 8 Cell 4,FOV 8 Cell 5,FOV 8 Cell 6,FOV 8 Cell 7,FOV 8 Cell 8,FOV 8 Cell 9,FOV 8 Cell 10,FOV 8 Cell 11,FOV 8 Cell 12,FOV 2 Cell 1,FOV 2 Cell 2,FOV 2 Cell 3,FOV 2 Cell 4,FOV 2 Cell 5,FOV 2 Cell 6,FOV 2 Cell 7,FOV 2 Cell 8,FOV 4 Cell 1,FOV 4 Cell 2,FOV 4 Cell 3,FOV 4 Cell 4,FOV 4 Cell 5,FOV 4 Cell 6,FOV 4 Cell 7,FOV 4 Cell 8,FOV 4 Cell 9,FOV 4 Cell 10,FOV 4 Cell 11,FOV 4 Cell 12,FOV 4 Cell 13,FOV 4 Cell 14,FOV 5 Cell 1,FOV 5 Cell 2,FOV 5 Cell 3,FOV 5 Cell 4,FOV 5 Cell 5,FOV 5 Cell 6,FOV 5 Cell 7,FOV 5 Cell 8,FOV 5 Cell 9,FOV 5 Cell 10
0.418157,0.513504,0.538214,0.524008,0.439735,0.549436,0.597124,2.156527,0.796982,1.078223,0.613519,1.025848,0.484538,0.49142,0.576386,0.834423,0.848821,0.928659,0.849455,0.88939,1.141033,0.863503,0.956459,1.043099,0.933485,1.006886,0.80159,0.81065,1.182125,0.505550634,0.188978451,0.266287688,0.112763802,0.364576905,0.601807168,0.479107925,0.717415625,0.619111,0.62878,0.673365,0.698928,0.67208,0.773705,0.851895,0.796575,0.780908,0.907543,0.90774,0.70017,0.703037,0.752111,0.651372,0.627911,0.673441,0.736249,0.890803,0.921426,0.65536,0.695625,0.662477,0.620748
0.419103,0.520393,0.537808,0.535193,0.442562,0.550139,0.582391,2.153095,0.805986,1.068417,0.612281,1.032276,0.493162,0.496088,0.567885,0.844164,0.858529,0.944098,0.853766,0.895156,1.14102,0.855755,0.942903,1.028041,0.928939,1.009255,0.798124,0.812053,1.204014,0.50990782,0.190481104,0.268339485,0.114528574,0.365793801,0.600116037,0.474559773,0.719337594,0.606981,0.605027,0.655897,0.683232,0.64549,0.761081,0.84014,0.79217,0.763818,0.892721,0.897635,0.681296,0.696685,0.746835,0.626556,0.62898,0.675038,0.713408,0.889159,0.901587,0.662803,0.685124,0.640164,0.620747
0.429539,0.520418,0.548821,0.538622,0.448436,0.555932,0.582939,2.164144,0.80621,1.089013,0.606922,1.028862,0.504497,0.493505,0.579188,0.824466,0.854492,0.934144,0.843189,0.885605,1.139031,0.852831,0.942075,1.030016,0.943527,1.010219,0.781874,0.811271,1.161453,0.50611874,0.191103687,0.267838971,0.114070673,0.36578789,0.598814708,0.471373,0.721664982,0.606687,0.617629,0.652085,0.70294,0.679833,0.772387,0.842784,0.787239,0.790203,0.900462,0.913961,0.704603,0.718076,0.747897,0.601269,0.627321,0.666404,0.732154,0.887269,0.892146,0.6616,0.668963,0.644725,0.613664
0.420174,0.520053,0.535597,0.526242,0.432682,0.551837,0.590041,2.16246,0.803433,1.087578,0.613696,1.010867,0.490313,0.486778,0.56045,0.830161,0.855798,0.943346,0.84842,0.909183,1.145554,0.865923,0.970498,1.044144,0.937472,1.012383,0.785445,0.82245,1.164965,0.50721165,0.191631644,0.267852489,0.114340367,0.3640716,0.599152781,0.468981992,0.722999747,0.62591,0.62075,0.65726,0.727474,0.686734,0.796743,0.933883,0.805736,0.793395,0.908888,1.124468,0.682536,0.722621,0.749563,0.611131,0.609673,0.66381,0.711979,0.865143,0.914553,0.663617,0.678579,0.639238,0.618872
0.424818,0.533168,0.554222,0.539063,0.449302,0.566368,0.582039,2.156053,0.796355,1.093185,0.616181,1.024261,0.487323,0.488137,0.580932,0.862586,0.873892,0.936965,0.875356,0.901597,1.137407,0.871934,0.94559,1.07559,0.947352,1.018389,0.786167,0.825138,1.180291,0.505538989,0.189452385,0.264021789,0.113045981,0.362183899,0.595971093,0.466814743,0.717860095,0.614085,0.615193,0.674574,0.674947,0.637588,0.775549,0.891565,0.823441,0.780425,0.923856,0.990534,0.705877,0.739315,0.738498,0.637711,0.620791,0.657973,0.733344,0.88683,0.925472,0.65787,0.67326,0.644756,0.636817
0.424918,0.523493,0.544247,0.52538,0.443763,0.563489,0.586297,2.152187,0.797486,1.088664,0.611575,1.010238,0.491564,0.481705,0.557992,0.83616,0.853556,0.935862,0.861603,0.895604,1.136794,0.866759,0.960263,1.090552,0.937972,1.017424,0.7793,0.817726,1.182699,0.509063093,0.18933287,0.263945322,0.112599903,0.360963345,0.597420304,0.465061426,0.715923921,0.605213,0.618214,0.656628,0.67356,0.644023,0.767727,0.839379,0.789793,0.776835,0.915012,0.908294,0.698632,0.760059,0.742773,0.620638,0.631125,0.663538,0.727101,0.884391,0.937492,0.664818,0.680074,0.658787,0.616887
0.419688,0.528132,0.552414,0.540459,0.451911,0.564515,0.589827,2.16011,0.798556,1.086314,0.611458,1.022008,0.490127,0.482252,0.567982,0.806315,0.866059,0.946011,0.856866,0.904183,1.153806,0.867836,0.948623,1.091938,0.966753,1.014686,0.784523,0.816974,1.197609,0.498062169,0.180350708,0.249588693,0.106470877,0.353226512,0.593485166,0.455048764,0.706729546,0.634738,0.656206,0.656528,0.681045,0.663344,0.79307,0.816653,0.820099,0.753726,0.928428,0.889936,0.683039,0.722199,0.792567,0.645215,0.620851,0.66696,0.720695,0.907867,0.93681,0.686986,0.695898,0.655409,0.630768
0.418392,0.524251,0.550982,0.529479,0.447205,0.560898,0.589524,2.179066,0.800282,1.094844,0.61406,1.020076,0.501096,0.48262,0.567431,0.83158,0.84471,0.949821,0.867632,0.885041,1.145377,0.867368,0.934072,1.099618,0.962898,1.00203,0.772962,0.809058,1.178024,0.493960587,0.175762321,0.243890406,0.102595783,0.348447556,0.594449191,0.451451241,0.700054276,0.619566,0.619895,0.630144,0.691107,0.681981,0.786047,0.82324,0.771674,0.749265,0.91113,0.888005,0.685975,0.700942,0.773722,0.631687,0.617977,0.677953,0.73122,0.891845,0.910631,0.647267,0.690957,0.655348,0.620146
0.418308,0.518278,0.544422,0.531809,0.441242,0.544174,0.582463,2.162711,0.800099,1.099712,0.610842,1.01914,0.494325,0.482515,0.548757,0.831443,0.862224,0.928452,0.863189,0.893983,1.140684,0.892757,0.932701,1.110837,0.973412,0.995694,0.773997,0.802437,1.192065,0.503913214,0.181948512,0.253268683,0.108173215,0.353511836,0.600977756,0.458813995,0.707618898,0.614804,0.617112,0.616004,0.665156,0.668196,0.777283,0.841679,0.785706,0.760386,0.897855,0.89275,0.680206,0.697372,0.732823,0.641653,0.611914,0.672105,0.709238,0.87892,0.901475,0.649503,0.664948,0.638802,0.621174
0.419119,0.531847,0.543485,0.531084,0.448585,0.550336,0.600916,2.171517,0.796253,1.081322,0.614347,1.008587,0.483225,0.468368,0.545182,0.814719,0.773273,0.936443,0.839587,0.912657,1.170389,0.89398,0.95213,1.108069,0.968015,1.018565,0.786296,0.818507,1.198892,0.502482694,0.186905717,0.258371961,0.111603156,0.356064366,0.608633613,0.461862966,0.720935988,0.613934,0.635996,0.641828,0.697498,0.68251,0.805029,0.85663,0.795255,0.787436,0.909,0.892683,0.694678,0.699849,0.727242,0.610605,0.60414,0.656958,0.715502,0.871248,0.869955,0.625566,0.668273,0.628008,0.60281
0.429864,0.525492,0.546977,0.531715,0.450173,0.557948,0.592325,2.169566,0.807261,1.091702,0.609607,1.011068,0.485509,0.470802,0.55051,0.80964,0.803339,0.945376,0.85103,0.902001,1.162007,0.881075,0.959129,1.10308,0.953882,1.022631,0.790372,0.817408,1.216051,0.499563473,0.190881977,0.26297811,0.114179603,0.359082018,0.602176393,0.461131662,0.726421466,0.603066,0.583781,0.602924,0.670121,0.666592,0.791227,0.868867,0.797161,0.745538,0.894313,0.908422,0.662112,0.682337,0.724219,0.662486,0.625722,0.682189,0.726939,0.896385,0.922041,0.657434,0.690833,0.654665,0.626433
0.428897,0.521011,0.542912,0.532055,0.450252,0.560658,0.580207,2.186961,0.791173,1.098085,0.602988,1.014228,0.493022,0.480841,0.556003,0.814148,0.828987,0.921293,0.83623,0.896391,1.146734,0.857161,0.9289,1.059093,0.945127,1.01177,0.783063,0.812565,1.226843,0.499127745,0.195358575,0.267558035,0.117163468,0.361982862,0.597713762,0.462717808,0.728299757,0.61468,0.618525,0.619183,0.667808,0.656293,0.788257,0.861105,0.825442,0.768168,0.895216,1.090521,0.673367,0.691569,0.732709,0.620147,0.61434,0.680669,0.721727,0.869922,0.896188,0.645567,0.679121,0.646413,0.599833
0.419948,0.523157,0.542158,0.523489,0.441112,0.548806,0.584359,2.179564,0.810737,1.10204,0.607525,1.025788,0.494542,0.484237,0.558559,0.836595,0.827927,0.928788,0.84745,0.884876,1.135161,0.853837,0.934195,1.04349,0.929281,1.015924,0.780813,0.805987,1.225609,0.493525876,0.195922279,0.26947104,0.11778381,0.361584639,0.594880339,0.458992054,0.730737607,0.588025,0.614883,0.597515,0.646347,0.665509,0.727823,0.806502,0.792429,0.794266,0.892099,0.99754,0.680328,0.673671,0.72946,0.648599,0.609298,0.686899,0.722779,0.883802,0.891875,0.655162,0.678858,0.642145,0.630399
0.422563,0.525013,0.545134,0.524416,0.446298,0.550442,0.586029,2.173886,0.807494,1.096091,0.613926,1.03089,0.490722,0.491489,0.564446,0.810717,0.858915,0.942681,0.844835,0.893448,1.142039,0.854625,0.943734,1.040143,0.925978,1.023359,0.788814,0.804792,1.223233,0.488075242,0.195502452,0.269121913,0.11766931,0.361867367,0.591932302,0.456596203,0.73391456,0.595897,0.607627,0.618596,0.649373,0.649208,0.763541,0.818496,0.969821,0.770687,0.896799,0.905306,0.659096,0.673833,0.714231,0.615415,0.624615,0.684174,0.725298,0.87371,0.894623,0.657268,0.669358,0.64515,0.610044
0.425334,0.522282,0.542896,0.527674,0.445369,0.56274,0.588215,2.180814,0.804116,1.090957,0.600621,1.035185,0.484181,0.485388,0.567152,0.832646,0.834537,0.923887,0.858269,0.885106,1.124472,0.840427,0.944221,1.039774,0.941884,1.019578,0.771664,0.804331,1.205569,0.484812639,0.197509991,0.270762048,0.119049212,0.362279563,0.59214903,0.456585403,0.739924231,0.6069,0.618911,0.61026,0.680462,0.648181,0.777219,0.849175,0.886187,0.790523,0.889162,0.876879,0.671952,0.692457,0.72615,0.625395,0.633683,0.667811,0.730764,0.881358,0.894213,0.663518,0.67351,0.63632,0.612363
0.418839,0.519251,0.538548,0.524345,0.441208,0.549157,0.588483,2.179776,0.805501,1.109162,0.613539,1.034887,0.49955,0.482212,0.566057,0.800537,0.849783,0.926798,0.874272,0.883993,1.135405,0.853152,0.95302,1.038162,0.945391,1.02817,0.781504,0.798911,1.185463,0.479631141,0.194303085,0.266143738,0.116894342,0.358967004,0.588416966,0.454560377,0.734638102,0.614347,0.639019,0.599831,0.669939,0.658718,0.778769,0.837949,0.796507,0.787684,0.890944,0.884481,0.674265,0.692161,0.726624,0.625381,0.635658,0.674754,0.731277,0.897116,0.889355,0.66448,0.682541,0.664974,0.618423
0.429071,0.520135,0.549182,0.533048,0.448107,0.560319,0.597314,2.187709,0.807134,1.128124,0.615836,1.028913,0.501586,0.489615,0.569121,0.838752,0.849349,0.910838,0.847296,0.877483,1.11973,0.833851,0.95993,1.036667,0.925395,1.026534,0.777476,0.797677,1.164165,0.482976277,0.197314504,0.270828297,0.118795664,0.360123513,0.593206324,0.456969881,0.732080507,0.615106,0.643699,0.639516,0.688708,0.675158,0.798271,0.850389,0.824167,0.785096,0.907614,0.889136,0.691277,0.705033,0.748742,0.609307,0.612566,0.648209,0.727834,0.881538,0.911824,0.654608,0.676357,0.643807,0.601528
0.425558,0.517317,0.547138,0.517405,0.448267,0.557381,0.584155,2.193309,0.809891,1.11116,0.609144,1.018195,0.478942,0.482192,0.562034,0.833768,0.851873,0.920456,0.854545,0.88538,1.126242,0.850738,0.948661,1.0482,0.933024,1.028063,0.770819,0.796437,1.179345,0.475729142,0.192118629,0.261371482,0.115732428,0.354197642,0.584485096,0.447486016,0.722529018,0.623762,0.624184,0.613478,0.696675,0.68281,0.78461,0.819841,0.808278,0.760735,0.888937,0.880852,0.6705,0.688064,0.756484,0.605884,0.599469,0.663158,0.719504,0.889001,0.944032,0.664145,0.67467,0.646695,0.613882
0.413856,0.524416,0.5382,0.530396,0.443959,0.556974,0.590436,2.174039,0.805709,1.107272,0.605327,1.022846,0.493524,0.479035,0.555766,0.798062,0.834382,0.911479,0.828885,0.866795,1.115923,0.829288,0.913547,1.019203,0.906863,1.008519,0.762133,0.784202,1.170946,0.476889907,0.193481284,0.261517109,0.11537725,0.352667893,0.580570535,0.444095383,0.731039402,0.599635,0.628098,0.630628,0.665716,0.66285,0.785978,0.81767,0.790084,0.742072,0.899616,0.894338,0.684238,0.691526,0.734316,0.610641,0.59457,0.652429,0.69978,0.869644,0.927609,0.639574,0.664359,0.636658,0.610861
0.420474,0.519833,0.545747,0.536244,0.448589,0.548944,0.581553,2.177013,0.809581,1.107666,0.609945,1.02283,0.498959,0.487978,0.555201,0.800286,0.817542,0.916738,0.819951,0.875741,1.126448,0.836508,0.927197,1.031062,0.909653,0.999294,0.770866,0.79153,1.209573,0.479747946,0.191142554,0.258817602,0.114580799,0.352032404,0.575040225,0.438890389,0.721542054,0.601387,0.61788,0.621444,0.684554,0.670594,0.750324,0.806008,0.805779,0.780007,0.912862,0.937195,0.674356,0.693428,0.75176,0.634248,0.626857,0.654763,0.715639,0.877061,0.941263,0.65569,0.672256,0.639839,0.614903
0.427924,0.529159,0.549175,0.526208,0.447817,0.55596,0.582312,2.196007,0.807472,1.116351,0.605646,1.041578,0.492939,0.491801,0.568526,0.821611,0.839807,0.92412,0.819487,0.872139,1.124144,0.836146,0.913756,1.032473,0.907589,0.988817,0.757914,0.792712,1.216107,0.481042035,0.191207751,0.257826942,0.114580283,0.349799848,0.575110609,0.43927416,0.714728235,0.605971,0.633869,0.617116,0.674756,0.653884,0.775576,1.38519,0.818373,0.766571,0.884414,1.1054,0.674811,0.698209,0.725889,0.65029,0.608683,0.659283,0.697792,0.85392,0.902001,0.638613,0.665315,0.63894,0.607727
0.415589,0.524498,0.550708,0.536796,0.445902,0.561211,0.590271,2.185407,0.813299,1.12412,0.611232,1.03368,0.491664,0.481045,0.568564,0.80338,0.837833,0.904161,0.80904,0.870579,1.11669,0.841439,0.941806,1.022568,0.918619,0.988981,0.757434,0.787401,1.221241,0.478676134,0.188285117,0.25360119,0.111771028,0.34752581,0.571745847,0.43205114,0.705522278,0.625415,0.620741,0.632342,0.657331,0.674491,0.793233,1.243649,0.831299,0.768641,0.894163,0.973979,0.679385,0.71482,0.753517,0.641799,0.595442,0.675947,0.719168,0.888764,0.913817,0.639821,0.678898,0.641595,0.613916
0.424448,0.523634,0.547096,0.535959,0.449319,0.551208,0.592065,2.189616,0.808348,1.110464,0.608588,1.028475,0.487263,0.487404,0.565345,0.833009,0.825841,0.900856,0.812992,0.865824,1.115011,0.839953,0.919976,1.011783,0.916147,0.985987,0.751416,0.787029,1.215461,0.486556087,0.187844294,0.252060322,0.112249724,0.346434415,0.572060651,0.429946114,0.703772898,0.616002,0.604739,0.600099,0.64737,0.648923,0.76553,0.927578,0.816779,0.765125,0.887476,0.881568,0.670573,0.686337,0.770296,0.637825,0.620479,0.658796,0.718691,0.884572,0.894829,0.649747,0.674288,0.65501,0.627378
0.421509,0.52118,0.540424,0.539136,0.446629,0.559748,0.590657,2.19258,0.80591,1.095745,0.60711,1.015033,0.488606,0.492235,0.556588,0.845124,0.833221,0.914302,0.835547,0.870329,1.109797,0.834861,0.929116,1.024037,0.915675,0.992681,0.751705,0.79233,1.20107,0.495037228,0.191253068,0.258541023,0.115390447,0.347814808,0.573440247,0.432125654,0.709406003,0.61996,0.595624,0.622539,0.675867,0.640863,0.788275,0.80678,0.834325,0.758446,0.902574,0.87585,0.656546,0.686739,0.749378,0.636743,0.616837,0.664024,0.717967,0.882548,0.901646,0.664314,0.695895,0.662902,0.603927
0.423035,0.516889,0.537998,0.532909,0.439324,0.546408,0.595612,2.203081,0.808832,1.112779,0.605401,1.023555,0.49421,0.491886,0.580351,0.845359,0.862495,0.896018,0.817204,0.873382,1.124546,0.847939,0.912624,1.022888,0.904753,0.995929,0.753536,0.787643,1.211141,0.491043853,0.185017799,0.250084361,0.110832311,0.34304471,0.568090128,0.424028853,0.693906116,0.58944,0.588092,0.588454,0.691634,0.636722,0.770062,0.733691,0.825903,0.737327,0.883335,0.859325,0.648759,0.681129,0.739216,0.624892,0.622402,0.683082,0.718217,0.886881,0.891375,0.657248,0.685665,0.644944,0.624114
0.422723,0.52522,0.539344,0.53671,0.450754,0.556032,0.595106,2.195428,0.817064,1.088985,0.60678,1.008032,0.47374,0.469863,0.530557,0.777858,0.770816,0.932162,0.830974,0.874754,1.108021,0.845805,0.91704,1.011349,0.92859,0.99427,0.775843,0.789004,1.199322,0.493665447,0.183788832,0.247768503,0.109365031,0.340423778,0.570868167,0.423024167,0.689898725,0.610789,0.59632,0.591673,0.660076,0.636812,0.744774,0.726557,0.843387,0.748803,0.869556,0.861585,0.658141,0.677577,0.728144,0.645301,0.629568,0.682006,0.733188,0.89233,0.900254,0.647368,0.687516,0.649262,0.628979
0.430037,0.524113,0.552855,0.530175,0.448961,0.55371,0.599912,2.174388,0.813725,1.092358,0.605699,1.020418,0.490208,0.481238,0.551326,0.789933,0.812298,0.915048,0.832698,0.879534,1.116598,0.842262,0.916734,1.027519,0.906532,0.997065,0.754365,0.777845,1.201333,0.499037255,0.187045497,0.251722142,0.111319604,0.341049219,0.573002369,0.424454097,0.694213893,0.62323,0.61098,0.637364,0.674175,0.65955,0.788204,0.76328,0.834896,0.776824,0.885426,0.881092,0.688235,0.713898,0.733246,0.60636,0.619256,0.664243,0.705357,0.868641,0.891755,0.668183,0.667029,0.636031,0.616145
0.429513,0.526826,0.549124,0.536682,0.449522,0.570812,0.594844,2.194086,0.811971,1.103493,0.606933,1.030828,0.489637,0.487705,0.564462,0.840067,0.831529,0.892555,0.806271,0.841034,1.09432,0.822692,0.864884,1.001658,0.906198,0.995624,0.740518,0.768373,1.17551,0.503916849,0.185937723,0.250625602,0.110973806,0.339561528,0.571132394,0.423645869,0.699148331,0.621961,0.639527,0.640999,0.679099,0.66623,0.789992,0.761424,0.850572,0.777465,0.893753,0.905337,0.69111,0.709623,0.739623,0.629892,0.619818,0.659738,0.718253,0.875981,0.907975,0.642569,0.675376,0.641373,0.619068
0.420866,0.530731,0.555445,0.536126,0.450897,0.565705,0.590444,2.181749,0.808305,1.101616,0.606952,1.032882,0.496857,0.485023,0.563762,0.841129,0.86388,0.892149,0.819728,0.853381,1.098518,0.814412,0.883076,1.026667,0.896541,0.989667,0.763474,0.764399,1.173848,0.496153893,0.181407791,0.244242333,0.107752066,0.334335406,0.566665917,0.417257078,0.692555583,0.60943,0.607384,0.639938,0.673202,0.649163,0.799904,0.751766,0.859848,0.751942,0.887109,0.898224,0.670767,0.706295,0.755675,0.618191,0.612114,0.649161,0.708757,0.874481,0.918099,0.662016,0.681278,0.630227,0.595905
0.413684,0.534662,0.553834,0.532477,0.459418,0.552469,0.60206,2.233306,0.809007,1.099128,0.60992,1.03794,0.501366,0.493534,0.574891,0.834031,0.851464,0.872963,0.819429,0.831679,1.091419,0.809577,0.833307,1.018545,0.888197,0.968744,0.733815,0.741555,1.125041,0.49529243,0.178158642,0.240093089,0.105432595,0.33113589,0.564003645,0.41430463,0.691986799,0.612815,0.597959,0.599579,0.684224,0.673291,0.850607,0.748524,0.882627,0.764442,0.886365,1.110782,0.689318,0.708779,0.768131,0.635092,0.627639,0.657943,0.726903,0.882401,0.935573,0.662996,0.668103,0.636113,0.625472
0.427483,0.518821,0.540974,0.531671,0.438654,0.558115,0.592494,2.237729,0.800946,1.093188,0.600556,1.017008,0.483615,0.474883,0.560591,0.827872,0.846793,0.864181,0.794383,0.822425,1.064928,0.781604,0.844179,1.000153,0.878136,0.960126,0.71902,0.736394,1.111579,0.491765904,0.174907754,0.234153401,0.102148473,0.326009734,0.559100635,0.41264714,0.685555028,0.598204,0.593194,0.617449,0.687785,0.6297,0.788843,0.72593,0.823764,0.733899,0.865942,1.007598,0.671635,0.6903,0.747538,0.628377,0.620943,0.65182,0.704285,0.884188,0.921986,0.650202,0.692466,0.643145,0.627314
0.429944,0.524574,0.549949,0.532955,0.446416,0.55215,0.60702,2.272259,0.817681,1.113704,0.60563,1.016713,0.475476,0.482207,0.563252,0.78016,0.826991,0.878198,0.795661,0.824642,1.069094,0.799432,0.84592,0.987032,0.882713,0.959027,0.727018,0.744145,1.133642,0.493321159,0.180003767,0.240829778,0.105661897,0.328606255,0.560168313,0.417141546,0.69693945,0.598539,0.634634,0.653196,0.720202,0.673333,0.781188,0.747208,0.833188,0.746248,0.882597,0.937772,0.688691,0.705115,0.750191,0.623666,0.618604,0.660912,0.711748,0.889868,0.890642,0.651061,0.687702,0.651948,0.60926
0.422592,0.523373,0.547662,0.533156,0.439221,0.555883,0.601338,2.249387,0.810853,1.088292,0.618935,1.023707,0.484746,0.486792,0.574098,0.819844,0.845872,0.861162,0.785343,0.812865,1.058894,0.799138,0.833796,0.987251,0.883334,0.963621,0.713373,0.742754,1.129312,0.498940348,0.183748443,0.246254844,0.109240967,0.332304366,0.56121676,0.424463684,0.69632027,0.612418,0.622988,0.581502,0.679531,0.667571,0.751215,0.764679,0.788162,0.741919,0.90623,0.89266,0.666718,0.687398,0.73111,0.596036,0.596509,0.637211,0.702823,0.874344,0.894675,0.656175,0.668163,0.629951,0.587924
0.424831,0.516791,0.540097,0.523183,0.44186,0.557933,0.61474,2.235309,0.80795,1.099113,0.601084,1.038993,0.493368,0.494409,0.579709,0.86247,0.887768,0.86593,0.802476,0.831189,1.074489,0.799358,0.860909,1.004832,0.884187,0.967511,0.738822,0.750942,1.133549,0.498773892,0.184862821,0.247781275,0.11023483,0.332591328,0.561205222,0.423801206,0.694337382,0.596143,0.60036,0.590653,0.640832,0.634702,0.757606,0.731491,0.789365,0.726189,0.887892,0.877823,0.653517,0.681,0.706787,0.628141,0.620475,0.652358,0.725712,0.876689,0.916728,0.665163,0.683964,0.638046,0.627773
0.420691,0.517613,0.538225,0.533294,0.439679,0.551661,0.609424,2.220216,0.814786,1.098612,0.607217,1.035132,0.488566,0.483963,0.566127,0.855135,0.859522,0.890698,0.842625,0.860189,1.104418,0.822047,0.890715,1.020296,0.903091,0.987446,0.749433,0.773324,1.158236,0.490801905,0.183687749,0.245496917,0.108932563,0.330849962,0.559422362,0.418398229,0.683116206,0.604985,0.631309,0.631273,0.670101,0.658853,0.77616,0.771435,0.797787,0.771316,0.889341,0.894479,0.698335,0.714356,0.748019,0.630265,0.604881,0.641357,0.709028,0.864094,0.893816,0.657241,0.670697,0.651097,0.610148
0.422239,0.528255,0.542273,0.52954,0.436385,0.559544,0.607162,2.216292,0.820885,1.098039,0.609417,1.040859,0.50763,0.499299,0.571131,0.876418,0.88705,0.911502,0.871133,0.878878,1.105059,0.836879,0.909271,1.020889,0.911327,0.981673,0.76016,0.775151,1.151621,0.471864711,0.173854568,0.231156861,0.101420792,0.321783549,0.552140153,0.411714702,0.672551699,0.606697,0.648303,0.604332,0.672719,0.65311,0.786761,0.7592,0.798716,0.773073,0.901878,0.898029,0.68198,0.712514,0.730131,0.636379,0.599648,0.64859,0.720525,0.874365,0.886031,0.650161,0.675553,0.632667,0.61246
0.420227,0.521179,0.541775,0.526012,0.450392,0.562206,0.611071,2.225377,0.819167,1.105428,0.609152,1.027932,0.491573,0.484042,0.563738,0.843964,0.855854,0.926846,0.862217,0.890014,1.126763,0.838716,0.907109,1.009692,0.91052,0.989158,0.774342,0.785788,1.143875,0.464839292,0.172089048,0.229892785,0.100730816,0.320265045,0.551476893,0.414204132,0.674755717,0.592604,0.608619,0.645084,0.645209,0.644148,0.771035,1.024198,1.293801,0.735535,0.904807,0.92134,0.673793,0.696038,0.724755,0.60655,0.602877,0.649094,0.706918,0.861772,0.892092,0.644527,0.673027,0.638151,0.618411
0.42101,0.523225,0.552481,0.540769,0.448473,0.568377,0.61111,2.235061,0.814505,1.110168,0.611244,1.028905,0.481842,0.476017,0.557995,0.844815,0.845591,0.935984,0.849308,0.887486,1.129209,0.841225,0.926035,1.030893,0.922662,1.000557,0.772841,0.793469,1.187071,0.471104173,0.180968755,0.240490539,0.107226883,0.32694796,0.556606054,0.427754744,0.683590413,0.613326,0.631821,0.647863,0.662449,0.655682,0.797331,0.937622,1.090503,0.750293,0.895668,1.092017,0.69096,0.708949,0.746118,0.623973,0.592216,0.642317,0.714165,0.860614,0.872194,0.647251,0.662641,0.62422,0.600088
0.426502,0.526525,0.546461,0.537528,0.449976,0.555055,0.60753,2.21671,0.811499,1.115344,0.614639,1.005962,0.478036,0.4715,0.541825,0.797755,0.791443,0.910465,0.844158,0.895637,1.132457,0.85566,0.922008,1.031345,0.909764,1.01359,0.762018,0.783323,1.166326,0.469245971,0.182538444,0.242577908,0.107942639,0.327632908,0.555838372,0.430954751,0.685751784,0.591613,0.617445,0.61416,0.679009,0.654185,0.748573,0.751766,0.808425,0.751022,0.88515,1.010361,0.655651,0.694882,0.725693,0.614647,0.610993,0.655313,0.715753,0.86943,0.898644,0.659727,0.675213,0.624063,0.61847
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.475646,1.736325,1.533399,1.541278,1.436839,1.505832,1.247314,1.220448,1.178862,1.248219,1.15281,1.1527,1.143283,1.1509,1.240161,1.136973,1.160934,1.126659,1.168935,1.179854,1.1934,1.225031,1.194526,1.211244,1.209507,1.162532,1.2246,1.216765,1.226051,1.052083205,1.01852422,1.119111974,1.044787183,1.031121774,1.027828198,1.052084536,1.043376241,1.090279,1.130975,1.082451,1.099626,1.096087,1.108791,1.111785,1.058257,1.149916,1.076844,1.09095,1.006752,1.087083,1.095071,1.273974,1.280806,1.185169,1.302993,1.250006,1.164698,1.210037,1.154794,1.280971,1.291665
1.444925,1.626248,1.475822,1.48616,1.42358,1.464607,1.233007,1.197504,1.156203,1.212122,1.130624,1.129357,1.118836,1.126502,1.208389,1.12203,1.125381,1.118255,1.146743,1.17973,1.173607,1.225128,1.186876,1.202872,1.178532,1.146479,1.196909,1.195394,1.206963,1.037312086,1.026692713,1.155018158,1.044316222,1.081317891,1.04867593,1.048890333,1.040100562,1.078453,1.120434,1.070003,1.113178,1.07423,1.072349,1.101723,1.021456,1.138333,1.069558,1.094747,0.997587,1.072172,1.100213,1.230238,1.221646,1.191928,1.267577,1.221892,1.133986,1.196815,1.138675,1.235961,1.181359
1.411865,1.565581,1.421831,1.466487,1.403572,1.422612,1.208128,1.17937,1.136612,1.18415,1.114458,1.125594,1.115207,1.116717,1.202503,1.131275,1.151188,1.087908,1.132076,1.152048,1.141128,1.169761,1.147035,1.142224,1.133401,1.121664,1.163895,1.155981,1.186794,1.031119383,1.022919091,1.169293043,1.054131372,1.200146396,1.028800562,1.019378957,1.027876718,1.05839,1.080285,1.032862,1.091684,1.055877,1.051108,1.199927,1.040551,1.107486,1.057418,1.104259,0.95091,1.051398,1.077608,1.224052,1.250749,1.135258,1.239051,1.197922,1.12877,1.183946,1.117641,1.212632,1.079083
