FOV 5 Cell 1,FOV 5 Cell 2,FOV 5 Cell 3,FOV 5 Cell 4,FOV 5 Cell 5,FOV 5 Cell 6,FOV 6 Cell 1,FOV 6 Cell 2,FOV 6 Cell 3,FOV 6 Cell 4,FOV 6 Cell 5,FOV 7 Cell 1,FOV 7 Cell 2,FOV 7 Cell 3,FOV 7 Cell 4,FOV 7 Cell 5,FOV 7 Cell 6,FOV 8 Cell 1,FOV 8 Cell 2,FOV 8 Cell 3,FOV 8 Cell 4,FOV 8 Cell 5,FOV 8 Cell 6,FOV 8 Cell 7,FOV 8 Cell 8,FOV 8 Cell 9,FOV 8 Cell 10,FOV 8 Cell 11,FOV 8 Cell 12,FOV 2 Cell 1,FOV 2 Cell 2,FOV 2 Cell 3,FOV 2 Cell 4,FOV 2 Cell 5,FOV 2 Cell 6,FOV 2 Cell 7,FOV 2 Cell 8,FOV 4 Cell 1,FOV 4 Cell 2,FOV 4 Cell 3,FOV 4 Cell 4,FOV 4 Cell 5,FOV 4 Cell 6,FOV 4 Cell 7,FOV 4 Cell 8,FOV 4 Cell 9,FOV 4 Cell 10,FOV 4 Cell 11,FOV 4 Cell 12,FOV 4 Cell 13,FOV 4 Cell 14,FOV 5 Cell 1,FOV 5 Cell 2,FOV 5 Cell 3,FOV 5 Cell 4,FOV 5 Cell 5,FOV 5 Cell 6,FOV 5 Cell 7,FOV 5 Cell 8,FOV 5 Cell 9,FOV 5 Cell 10
0.432909,0.572618,0.559765,0.583603,0.49777,0.638576,0.599389,1.69754,0.781675,0.996823,0.729163,1.133463,0.617869,0.619809,0.720802,0.888782,0.962267,0.875956,0.826746,1.035763,1.198171,0.947383,0.972729,1.05784,0.941215,1.055905,0.980537,0.928411,1.094658,1.066165934,0.246382989,1.209479077,0.147768947,0.841671858,1.286394167,1.132445187,1.511446225,1.44816,0.723671,0.680145,0.7222,0.68933,0.828334,0.931843,0.824352,0.767919,1.348247,1.358306,0.734897,0.770002,0.92246,1.004734,0.843571,0.986619,0.848729,1.103834,1.045499,0.960883,0.763871,0.85189,0.734661
0.443631,0.579441,0.563212,0.590997,0.502184,0.641087,0.594058,1.716573,0.775548,0.988411,0.717422,1.124246,0.627507,0.612309,0.729699,0.889031,0.957727,0.883282,0.807799,1.010429,1.182241,0.947922,0.968937,1.034802,0.950797,1.044556,0.972488,0.912888,1.087746,1.053853455,0.245163411,1.202168164,0.145274045,0.837654551,1.280118291,1.129054054,1.502940881,1.454907,0.710071,0.667244,0.728001,0.703107,0.880638,1.000189,0.855329,0.824523,1.349112,1.564657,0.732837,0.765977,0.913973,0.949849,0.851906,0.978498,0.81263,1.059327,1.061323,0.92472,0.74974,0.843288,0.740917
0.427986,0.568278,0.559189,0.585111,0.493423,0.639404,0.5894,1.714211,0.769788,1.003103,0.7175,1.12439,0.603294,0.600643,0.71717,0.899335,0.942823,0.884954,0.840957,1.006413,1.194089,0.955187,0.957432,1.034795,0.95189,1.042321,0.981866,0.918066,1.100355,1.029821027,0.238136688,1.190645795,0.140694992,0.827788613,1.270927647,1.121555058,1.492411888,1.41521,0.678767,0.668604,0.726333,0.705868,0.854749,0.96292,0.823343,0.788121,1.328134,1.40904,0.730571,0.767425,0.934936,0.967508,0.794213,0.942996,0.830611,1.067553,1.036981,0.927833,0.747804,0.840772,0.754379
0.419576,0.56698,0.557143,0.588582,0.485781,0.631063,0.594313,1.713898,0.765551,1.001013,0.720061,1.123473,0.620433,0.611813,0.711023,0.922457,0.951929,0.895469,0.838127,1.022859,1.183697,0.940718,0.976152,1.063271,0.936289,1.01574,0.973598,0.92478,1.098854,1.03809309,0.247319488,1.199388485,0.147914197,0.834335803,1.277726785,1.128932823,1.499177049,1.423544,0.706709,0.69143,0.778219,0.701979,0.879958,0.909801,0.850414,0.782468,1.346328,1.280634,0.738769,0.770227,0.947934,0.970464,0.79741,0.946631,0.839889,1.079448,1.073247,0.939477,0.751968,0.869829,0.756086
0.42938,0.56868,0.551047,0.582934,0.500245,0.647167,0.58113,1.719288,0.767235,1.000788,0.712951,1.100203,0.591003,0.575517,0.6799,0.823968,0.862643,0.891392,0.828116,1.003533,1.193103,0.959445,0.956639,1.058454,0.930154,1.015721,0.984014,0.923134,1.103639,1.038612988,0.24527745,1.19081692,0.146426902,0.829662436,1.274675288,1.121255353,1.496979102,1.428371,0.66479,0.671285,0.766904,0.678042,0.86668,0.92213,0.829278,0.753927,1.323726,1.25214,0.720417,0.742341,0.915158,0.980033,0.806292,0.954674,0.852611,1.085749,1.070459,0.919008,0.769137,0.856738,0.769646
0.427276,0.570641,0.560325,0.585673,0.490643,0.643311,0.590022,1.709916,0.769197,0.998489,0.716622,1.133322,0.616391,0.611989,0.720317,0.884512,0.953025,0.883283,0.837919,0.999357,1.187835,0.93924,0.946091,1.074197,0.91998,0.99219,0.979267,0.914117,1.079843,1.023443358,0.237834068,1.175320704,0.140692047,0.821292984,1.269690164,1.110558186,1.482464588,1.427796,0.703548,0.678864,0.725024,0.700455,0.850073,1.014754,0.869802,0.760854,1.336314,1.264112,0.746742,0.764103,0.931862,0.981532,0.798075,0.94306,0.846867,1.090687,1.064301,0.920135,0.765194,0.851226,0.750764
0.438787,0.577031,0.564248,0.590758,0.49896,0.650946,0.575764,1.709439,0.772503,0.989288,0.712032,1.125269,0.582295,0.590872,0.677356,0.851059,0.908204,0.888777,0.836536,1.026412,1.20513,0.943511,0.970712,1.053069,0.920352,1.00215,0.994651,0.927101,1.09818,1.034364489,0.243473137,1.179927674,0.145450396,0.823992034,1.272509933,1.117562739,1.482184484,1.422555,0.690721,0.673421,0.714494,0.689975,0.835877,0.974092,0.900069,0.798172,1.325707,1.247947,0.753992,0.774998,0.922775,0.942327,0.771017,0.938723,0.815829,1.07423,1.037742,0.910264,0.75685,0.848735,0.741377
0.435371,0.575347,0.560714,0.577581,0.502603,0.633244,0.583439,1.702614,0.767534,0.982791,0.707711,1.148305,0.596314,0.599875,0.686618,0.881323,0.917709,0.89327,0.840669,1.023151,1.192463,0.932283,0.967346,1.057532,0.917593,0.976159,0.978776,0.923508,1.08515,1.039019224,0.252267924,1.187278594,0.152633797,0.827553755,1.27731679,1.12466466,1.490366018,1.417665,0.698242,0.692724,0.726175,0.701719,0.894057,0.929316,0.905845,0.797565,1.331506,1.264276,0.759683,0.764672,0.952133,0.961911,0.785186,0.912065,0.802165,1.038369,1.041703,0.904381,0.748465,0.839795,0.709308
0.419058,0.569541,0.55431,0.57515,0.481277,0.638979,0.573564,1.701098,0.767745,0.994764,0.707807,1.127932,0.606907,0.610466,0.711763,0.89253,0.92537,0.900363,0.824381,1.032815,1.185287,0.97132,0.946607,1.044209,0.901501,0.986983,0.980823,0.912089,1.084215,1.036875876,0.249691091,1.180560856,0.149881292,0.8207945,1.269992467,1.11646008,1.480106107,1.39113,0.683691,0.648938,0.696066,0.673182,0.863313,0.90518,1.164212,0.765478,1.302185,1.294349,0.730168,0.765754,0.959245,0.951814,0.810195,0.952292,0.853773,1.073843,1.070248,0.938133,0.758236,0.836023,0.724048
0.427981,0.565223,0.546774,0.581735,0.492424,0.637376,0.572193,1.709388,0.761151,0.989163,0.710253,1.133435,0.60463,0.599028,0.692936,0.886643,0.92234,0.891298,0.845308,1.019257,1.209203,0.983973,0.990397,1.042442,0.9388,1.002852,1.011335,0.925719,1.102944,1.030746399,0.245190873,1.170577102,0.146981973,0.813761051,1.268437681,1.116091987,1.469192738,1.408452,0.69672,0.66821,0.752909,0.716328,0.865695,0.933683,1.014605,0.78368,1.325313,1.315127,0.733824,1.012917,0.927598,0.968,0.781199,0.92005,0.829397,1.061615,1.052721,0.918772,0.767802,0.819186,0.729247
0.436363,0.575714,0.558423,0.587647,0.493615,0.643395,0.570555,1.691829,0.757469,0.989689,0.707966,1.12401,0.605867,0.600635,0.69506,0.859343,0.932088,0.895877,0.835273,1.00729,1.211047,0.963708,0.984342,1.056348,0.92893,1.037259,0.984207,0.917286,1.082416,1.023982468,0.23896015,1.156543119,0.142986051,0.806977244,1.257620329,1.105524189,1.452168168,1.3821,0.697628,0.690122,0.76287,0.717321,0.889271,1.125271,0.938942,0.77355,1.323954,1.549543,0.757841,0.992098,0.91114,0.956333,0.774853,0.922401,0.828301,1.061299,1.047766,0.935712,0.785828,0.821781,0.740511
0.436425,0.568598,0.54589,0.584374,0.494453,0.631757,0.567309,1.727707,0.755604,0.980778,0.706047,1.129551,0.603966,0.599662,0.714992,0.907371,0.960951,0.954802,0.832629,0.991071,1.2,0.98629,0.981594,1.043937,0.946605,1.032468,0.974273,0.914179,1.091084,1.02098762,0.236666949,1.151413096,0.141329732,0.803642935,1.2574661,1.101353764,1.447529542,1.397219,0.676223,0.644715,0.752187,0.714833,0.895247,1.047938,0.889064,0.758587,1.313955,1.367507,0.740958,0.942879,0.906202,0.954689,0.778495,0.952468,0.834799,1.085903,1.092476,0.944937,0.783764,0.834318,0.737384
0.4315,0.57086,0.549012,0.576466,0.489909,0.631027,0.567811,1.715458,0.76344,0.991551,0.715392,1.123685,0.615055,0.609607,0.718371,0.885971,1.000555,0.957634,0.840916,1.011203,1.204146,0.963585,0.979543,1.076665,0.961696,1.054412,0.987537,0.909352,1.100848,1.032582519,0.243411764,1.154716351,0.146427439,0.805563013,1.262446609,1.1025955,1.451026917,1.375042,0.705303,0.636588,0.761382,0.682729,0.843019,0.909589,0.861838,0.757045,1.302232,1.260441,0.744361,0.862338,0.892249,0.957991,0.788789,0.94391,0.834347,1.089486,1.067333,0.934921,0.787131,0.852453,0.732069
0.431741,0.569326,0.555653,0.576593,0.493549,0.637318,0.573979,1.6883,0.767628,0.976907,0.702266,1.123938,0.603368,0.607598,0.717686,0.888775,0.983148,0.920698,0.838101,1.032974,1.22237,0.945674,0.994472,1.07213,0.95436,1.065804,0.985815,0.933128,1.110927,1.029745442,0.249019774,1.157234254,0.149450282,0.806951499,1.25657592,1.106357912,1.444250115,1.356491,0.684732,0.66585,0.719333,0.694625,0.878081,0.912115,0.901604,0.763743,1.305145,1.240913,0.746815,0.767431,0.912747,0.951546,0.796393,0.926803,0.827911,1.058432,1.077448,0.923671,0.764394,0.821231,0.726652
0.438621,0.571123,0.564362,0.594845,0.496314,0.640018,0.56218,1.694331,0.761201,0.958295,0.705028,1.130553,0.620387,0.607916,0.712116,0.930697,1.007891,0.90259,0.855163,1.013968,1.208451,0.965552,1.007259,1.146649,0.965932,1.08734,0.982153,0.920392,1.079747,1.01156711,0.237102734,1.139126127,0.1419299,0.796606397,1.243500137,1.103561778,1.428703898,1.328723,0.653093,0.630868,0.699301,0.685035,0.851361,0.941013,0.876528,0.757659,1.287833,1.23181,0.72094,0.748762,0.890878,0.952222,0.797437,0.915165,0.813206,1.065188,1.085837,0.904533,0.769676,0.831772,0.70961
0.42468,0.574777,0.552132,0.59415,0.490335,0.637486,0.556773,1.690334,0.760129,0.976532,0.707988,1.115998,0.610324,0.596933,0.701163,0.873089,0.985849,0.906754,0.847165,1.01515,1.204982,0.947941,0.996681,1.171345,1.001824,1.071107,0.974265,0.934715,1.088395,1.012323685,0.240110155,1.14012432,0.143415613,0.796342911,1.239479615,1.101304579,1.431680263,1.326517,0.665685,0.660326,0.695713,0.685108,0.900893,0.968879,0.885378,0.77124,1.315202,1.232563,0.712252,0.753859,0.938713,0.956768,0.785609,0.914518,0.823404,1.071919,1.074481,0.908035,0.742483,0.819107,0.71821
0.427393,0.562429,0.54909,0.568924,0.481469,0.616671,0.564196,1.683169,0.758318,1.001245,0.706052,1.124567,0.594772,0.597332,0.684524,0.879538,0.949438,0.916775,0.856736,1.033109,1.198792,0.934378,1.008837,1.117723,0.985012,1.07483,0.992594,0.934475,1.090866,1.001829614,0.232814094,1.124085314,0.137801642,0.7870657,1.231531454,1.085630956,1.41911215,1.338474,0.705645,0.69827,0.751748,0.700634,1.144191,0.903476,1.051166,0.782171,1.30769,1.249853,0.738346,0.768149,0.913341,0.931931,0.760444,0.909461,0.834598,1.058992,1.063423,0.888606,0.753584,0.837364,0.729269
0.423177,0.555594,0.540965,0.5785,0.485726,0.624166,0.564436,1.7211,0.7636,0.994276,0.699583,1.129886,0.591962,0.605168,0.703956,0.881693,0.955324,0.903396,0.859545,1.008701,1.196731,0.955031,0.987368,1.108562,0.966486,1.071689,0.975213,0.939466,1.105232,1.017756049,0.237186173,1.126830565,0.142463287,0.790313954,1.235059867,1.090168767,1.419885824,1.304958,0.661314,0.623494,0.718842,0.674871,0.84433,0.935252,1.012544,0.805866,1.300326,1.246164,0.732073,0.75488,0.902094,0.945494,0.795652,0.92059,0.820332,1.062965,1.082479,0.924257,0.759136,0.852986,0.739755
0.430836,0.569053,0.559669,0.579619,0.491665,0.616664,0.562319,1.718514,0.758179,0.988473,0.708491,1.137012,0.616766,0.608147,0.709841,0.897816,0.989763,0.897996,0.857582,1.004555,1.192629,0.964236,0.963741,1.072539,0.963957,1.043895,0.966655,0.93053,1.125336,1.033150938,0.238908669,1.122453132,0.14315255,0.786726506,1.230497045,1.091035681,1.414025695,1.305153,0.665585,0.601625,0.72334,0.672797,0.7991,0.958767,0.910852,0.778393,1.286168,1.247352,0.712754,0.748677,0.897466,0.950578,0.794753,0.938102,0.849042,1.08114,1.094891,0.904207,0.752958,0.850293,0.738028
0.4377,0.570188,0.56204,0.584824,0.483407,0.633133,0.563551,1.705607,0.749163,1.014789,0.706759,1.141443,0.603689,0.599859,0.693435,0.919026,0.959048,0.906259,0.867342,0.993947,1.208009,0.943541,0.98159,1.048721,0.962294,1.067873,0.956749,0.924704,1.100413,1.050009979,0.23683744,1.115653277,0.141129939,0.783031315,1.226028452,1.089639857,1.40587885,1.313993,0.692641,0.648636,0.736992,0.697381,0.853852,1.002806,0.91232,0.782267,1.299936,1.3075,0.721379,0.757489,0.926195,0.938967,0.794213,0.933133,0.847681,1.071968,1.096773,0.909125,0.755788,0.851479,0.736711
0.436138,0.56588,0.552251,0.575648,0.48928,0.625703,0.566286,1.739647,0.762149,1.076609,0.702389,1.148471,0.614233,0.600054,0.695371,0.913548,0.962865,0.899522,0.862146,0.983409,1.202733,0.944203,0.98567,1.039498,0.963411,1.058167,0.961803,0.917515,1.113627,1.069081463,0.239752879,1.115741008,0.143865189,0.781968198,1.219963343,1.0950706,1.41011963,1.324707,0.704108,0.684903,0.773937,0.693544,0.868374,0.92745,0.890665,0.770879,1.30781,1.577708,0.738612,0.758045,0.9457,0.959102,0.795677,0.938225,0.860929,1.062817,1.107565,0.916494,0.764769,0.864096,0.739426
0.427182,0.559193,0.545669,0.57685,0.480518,0.623442,0.560342,1.726522,0.762356,1.049657,0.702935,1.151878,0.603301,0.606926,0.695572,0.897595,0.953415,0.900098,0.848234,0.998919,1.20522,0.948042,0.998031,1.031007,0.938905,1.045625,0.973954,0.921341,1.105618,1.078093108,0.244047363,1.117030838,0.146921222,0.781537761,1.193172747,1.09537467,1.413370057,1.27043,0.689782,0.639921,0.769435,0.689137,0.813463,0.929679,0.835603,0.758913,1.300785,1.388263,0.713598,0.748006,0.883526,0.955946,0.790496,0.910419,0.848478,1.055043,1.089727,0.923882,0.745388,0.834825,0.731041
0.428146,0.551276,0.54534,0.577699,0.482981,0.609882,0.550554,1.734176,0.762832,1.016068,0.690588,1.118022,0.584046,0.576595,0.661667,0.837453,0.892521,0.895929,0.85019,0.989985,1.208002,0.945973,1.018584,1.022876,0.917923,1.042317,0.976012,0.918622,1.100133,1.059057124,0.239844971,1.10738619,0.143973071,0.775985458,1.186317648,1.084659594,1.39906002,1.265861,0.68781,0.674223,0.763995,0.720596,0.850136,0.96937,0.895259,0.770733,1.309232,1.260459,0.718002,0.757846,0.902276,0.935347,0.771142,0.903277,0.826343,1.05259,1.066297,0.875317,0.746715,0.817517,0.73272
0.423694,0.561921,0.552609,0.587041,0.489711,0.626851,0.558348,1.74346,0.779107,0.996141,0.715039,1.116644,0.59535,0.581433,0.675835,0.853209,0.923925,0.891356,0.835192,0.994889,1.191813,0.942609,1.001314,1.035003,0.941376,1.033038,0.960056,0.916052,1.121182,1.034215781,0.238775077,1.099513698,0.143232326,0.774519626,1.183999411,1.078698462,1.395573905,1.253979,0.681377,0.650314,0.730333,0.70158,0.885683,1.03559,0.927052,0.750607,1.282661,1.234904,0.723106,0.745918,0.880356,0.92258,0.806601,0.91786,0.817918,1.056909,1.061567,0.903983,0.753838,0.83612,0.737297
0.433545,0.561194,0.547922,0.575462,0.486038,0.6198,0.563204,1.735987,0.774656,0.990382,0.701974,1.136044,0.596781,0.596302,0.698632,0.891578,0.954607,0.913142,0.851897,1.003524,1.215777,0.954003,1.01172,1.082411,0.942484,1.047321,0.965142,0.924186,1.095477,1.002926071,0.233219624,1.088591613,0.138945391,0.767418714,1.166108886,1.06750608,1.386458957,1.260666,0.695307,0.715143,0.715057,0.700236,0.857416,1.39895,0.959971,0.760474,1.285287,1.23131,0.757147,0.760396,0.863574,0.947321,0.790231,0.928243,0.859153,1.057081,1.071438,0.905768,0.75197,0.85215,0.745654
0.415966,0.559838,0.547704,0.575449,0.479595,0.629461,0.563438,1.760662,0.7629,0.991321,0.704517,1.112763,0.589113,0.594925,0.68678,0.890347,0.938731,0.883793,0.850036,0.991444,1.192389,0.944361,0.964722,1.094049,0.921055,1.043411,0.955338,0.907711,1.095777,0.987844306,0.236775084,1.090562735,0.142541659,0.769365788,1.159355516,1.071625388,1.388311136,1.260406,0.687167,0.694317,0.720508,0.692175,0.874352,1.38331,1.095042,0.754728,1.292516,1.226677,0.770117,0.750764,0.918186,0.931389,0.773128,0.903874,0.823945,1.037885,1.056104,0.893668,0.744285,0.829168,0.695794
0.429338,0.56185,0.555393,0.581705,0.486917,0.621938,0.558527,1.763885,0.765845,0.983274,0.702453,1.099557,0.587869,0.579596,0.660236,0.829381,0.900988,0.862194,0.82914,0.985501,1.193178,0.915559,0.940805,1.069781,0.921637,1.032311,0.938147,0.900867,1.073709,0.973263593,0.241927689,1.092144015,0.145764559,0.770790002,1.154662696,1.079249394,1.394134543,1.237221,0.68071,0.726447,0.72742,0.692791,0.865764,1.077506,0.928622,0.771171,1.288307,1.214693,0.716695,0.766418,0.923629,0.929349,0.784906,0.92032,0.853706,1.062593,1.08682,0.898947,0.762243,0.847376,0.745545
0.426351,0.565174,0.555651,0.576359,0.490047,0.62056,0.566649,1.780088,0.774882,0.994083,0.709761,1.097091,0.588055,0.578335,0.702027,0.862581,0.931444,0.879905,0.848886,0.985256,1.202179,0.937742,0.970907,1.047327,0.959219,1.078097,0.95053,0.91176,1.073873,0.957945133,0.23737533,1.081369796,0.142583157,0.766165809,1.139182523,1.08044057,1.381804594,1.207717,0.676305,0.667543,0.767326,0.688435,0.857739,0.888991,0.871172,0.762598,1.295994,1.223383,0.696408,0.746752,0.896497,0.932793,0.776686,0.914834,0.842334,1.037685,1.076394,0.887773,0.750752,0.8227,0.70291
0.428297,0.557759,0.537045,0.576535,0.479244,0.616113,0.561969,1.770254,0.763779,0.991249,0.703647,1.098542,0.585532,0.591458,0.683431,0.901434,0.964545,0.896205,0.845904,0.991354,1.21004,0.945251,0.994148,1.084318,0.958062,1.097723,0.960833,0.91975,1.06723,0.942630798,0.226855286,1.062165854,0.134137124,0.754663779,1.118431268,1.057241806,1.371413738,1.197628,0.64304,0.650542,0.737652,0.659062,0.823783,0.823935,0.832834,0.778385,1.291275,1.227472,0.69395,0.734744,0.864522,0.932428,0.787332,0.895283,0.849105,1.014548,1.051304,0.889996,0.747303,0.817966,0.713267
0.42879,0.559799,0.546748,0.576903,0.488093,0.612646,0.555385,1.774752,0.764943,1.011258,0.698326,1.112397,0.606042,0.59473,0.681628,0.885172,0.952409,0.893165,0.851244,0.985885,1.202854,0.943526,0.978135,1.071389,0.965657,1.075649,0.951876,0.909407,1.072267,0.944824561,0.230755766,1.062593176,0.136937637,0.756489276,1.110161188,1.050871103,1.372025698,1.175121,0.649503,0.636644,0.735324,0.675957,0.829301,0.807002,0.839063,0.812266,1.277835,1.231731,0.718684,0.743341,0.861598,0.918101,0.784316,0.922574,0.84494,1.036921,1.067746,0.89833,0.740998,0.810489,0.719871
0.413349,0.547234,0.53917,0.560643,0.467532,0.594733,0.553595,1.785556,0.765986,1.00301,0.696896,1.115708,0.598698,0.586647,0.680357,0.876541,0.954193,0.902737,0.849696,0.985789,1.215305,0.956609,0.970345,1.086817,0.950134,1.044402,0.967473,0.919844,1.083921,0.955523904,0.232115351,1.063327258,0.13820963,0.75723317,1.108155639,1.045328957,1.367548963,1.158225,0.669607,0.635336,0.715157,0.692055,0.84297,0.796534,0.911529,0.789769,1.279071,1.571801,0.722956,0.732409,0.880694,0.938592,0.7996,0.934867,0.839291,1.041106,1.078362,0.904556,0.751871,0.83768,0.737997
0.437555,0.561572,0.560812,0.586769,0.490206,0.621378,0.558977,1.759284,0.761909,0.983878,0.693761,1.103465,0.570995,0.56804,0.660104,0.858349,0.920389,0.904326,0.840047,0.976666,1.196628,0.944843,0.983995,1.087073,0.947427,1.022868,0.953071,0.913986,1.080557,0.978020843,0.235753786,1.062363821,0.141075719,0.757066054,1.104252038,1.039118725,1.361526561,1.170343,0.674179,0.664006,0.693817,0.685158,0.907056,0.798158,0.99597,0.783676,1.269362,1.37767,0.714223,0.750071,0.8733,0.914539,0.812912,0.938598,0.838139,1.055315,1.062103,0.87464,0.758555,0.84973,0.713741
0.428487,0.553114,0.547105,0.571685,0.47957,0.608304,0.561107,1.792802,0.761432,0.982984,0.690254,1.11913,0.593082,0.577466,0.681001,0.882869,0.972957,0.895369,0.848757,0.963693,1.201559,0.947059,0.997546,1.078766,0.946406,1.00618,0.957086,0.920808,1.085829,0.977413195,0.236565034,1.060134344,0.142103192,0.755787717,1.096521374,1.036390105,1.359072649,1.157188,0.698544,0.66878,0.75741,0.697738,0.874736,0.832999,0.91992,0.761837,1.282581,1.253571,0.736958,0.763089,0.900558,0.922474,0.802063,0.919908,0.838198,1.050103,1.066871,0.892368,0.758068,0.845034,0.717194
0.424221,0.550693,0.547009,0.566897,0.473191,0.603684,0.556966,1.797356,0.761164,0.97051,0.691319,1.122363,0.58451,0.583704,0.670976,0.870423,0.959834,0.885582,0.842771,0.963262,1.201045,0.964453,1.004008,1.060126,0.938062,0.997949,0.960531,0.914792,1.081943,0.966828826,0.237232714,1.055108836,0.141955134,0.752752645,1.089506663,1.039057566,1.353907002,1.176372,0.713189,0.670642,0.764406,0.69495,0.849034,0.8392,0.864976,0.781486,1.284021,1.221033,0.745672,0.765061,0.962437,0.938176,0.801866,0.912967,0.867108,1.060745,1.066441,0.874196,0.756589,0.837672,0.743149
0.420863,0.55403,0.535072,0.565032,0.467384,0.602952,0.556317,1.790234,0.745268,0.974583,0.697989,1.108794,0.576228,0.575715,0.662021,0.852695,0.933666,0.886982,0.830746,0.964659,1.19196,0.958661,1.014537,1.064286,0.949846,1.006554,0.942717,0.91712,1.082036,0.962175071,0.237674048,1.051956453,0.142628457,0.752092728,1.085692484,1.038189888,1.345428713,1.128716,0.654489,0.603565,0.697266,0.681583,0.900318,0.815219,0.810131,0.743843,1.279785,1.195947,0.704209,0.750572,0.873627,0.902376,0.766754,0.888723,0.845715,1.041571,1.111944,0.87674,0.76619,0.851384,0.720445
0.425462,0.554001,0.533962,0.559983,0.46196,0.606295,0.559188,1.795724,0.742929,0.969636,0.695731,1.112835,0.59149,0.578482,0.669563,0.873372,0.925319,0.902735,0.821196,0.966029,1.198594,0.947842,0.988082,1.069176,0.938573,1.025293,0.942818,0.916717,1.076285,0.963512607,0.232732371,1.042653656,0.13916435,0.746288351,1.074803594,1.029199407,1.338159431,1.12626,0.69143,0.63931,0.710922,0.697594,0.874877,0.812138,0.835498,0.754777,1.274984,1.213379,0.732496,0.756522,0.884395,0.920576,0.759599,0.895323,0.833196,1.040815,1.128368,0.885429,0.761632,0.820735,0.719465
0.418594,0.557861,0.540731,0.558882,0.476638,0.604916,0.566332,1.786225,0.759302,0.979303,0.694459,1.08117,0.590325,0.58364,0.677647,0.874416,0.946446,0.880098,0.834197,0.95861,1.186639,0.938917,0.980633,1.102335,0.939115,0.994897,0.93251,0.901291,1.068171,0.913019327,0.19335382,0.987375485,0.110485823,0.712222753,1.036547578,0.9857385,1.285992124,1.113666,0.683982,0.599096,0.696286,0.671968,0.842002,0.820155,0.868705,0.754824,1.259202,1.205644,0.692533,0.745066,0.834582,0.935596,0.785487,0.906568,0.852621,1.076575,1.192271,0.858619,0.77124,0.809303,0.714966
0.415831,0.540282,0.539994,0.559033,0.469171,0.594655,0.551919,1.79465,0.758816,0.967614,0.696415,1.062051,0.562327,0.542146,0.631002,0.78919,0.837451,0.88626,0.824563,0.964097,1.18682,0.944391,0.94556,1.138855,0.939957,1.011469,0.94202,0.904931,1.070256,0.857722919,0.15500995,0.928803656,0.080388491,0.677125347,0.999922309,0.940554102,1.25660215,1.08681,0.68872,0.618275,0.754588,0.692398,0.816669,0.87499,0.93705,0.74322,1.268577,1.221319,0.719752,0.75202,0.867406,0.907317,0.753322,0.867581,0.806503,1.043186,1.170394,0.864919,0.724756,0.814925,0.712958
0.423152,0.547775,0.550374,0.566783,0.47575,0.599389,0.551239,1.785118,0.752728,0.969726,0.690078,1.102037,0.586184,0.578717,0.669358,0.869316,0.912418,0.87639,0.843079,0.976224,1.197477,0.947127,0.960599,1.113099,0.947709,0.993544,0.938706,0.904239,1.074403,0.877472099,0.170309681,0.94644481,0.092427518,0.687940755,1.00601011,0.949489934,1.268178112,1.09142,0.691171,0.662037,0.79626,0.71058,0.881405,0.899556,0.984768,0.754815,1.282861,1.222546,0.729984,0.77463,0.859363,0.922478,0.768033,0.897697,0.833489,1.048504,1.174603,0.872026,0.731428,0.811933,0.710562
0.429861,0.559244,0.549877,0.565567,0.476489,0.597878,0.554787,1.796322,0.759139,0.977036,0.682253,1.10575,0.589976,0.577535,0.688761,0.904229,0.976979,0.886696,0.842913,0.965425,1.189111,0.935255,0.971437,1.080536,0.937322,1.004725,0.941238,0.900325,1.080284,0.912448604,0.198443159,0.981357432,0.11401585,0.707145288,1.022152774,0.974289492,1.288447893,1.05106,0.66666,0.696318,0.737712,0.677018,0.829393,0.882491,0.978311,0.746588,1.255011,1.231372,0.703681,0.744965,0.888686,0.920673,0.775358,0.886625,0.852557,1.037385,1.171293,0.871298,0.744262,0.809679,0.709177
0.428511,0.544159,0.543855,0.568607,0.477412,0.591597,0.56012,1.814362,0.756301,0.977226,0.693961,1.105161,0.5978,0.593154,0.688318,0.907581,0.956684,0.871045,0.843066,0.944377,1.180936,0.950791,0.959592,1.073015,0.928062,1.004486,0.93397,0.882417,1.079412,0.943120932,0.219577114,1.00378129,0.130051072,0.722188405,1.040404256,0.993287348,1.309403845,1.070585,0.698354,0.645327,0.715268,0.700896,0.885013,0.928994,0.843277,0.784972,1.259949,1.266503,0.72104,0.770755,0.888853,0.901019,0.762767,0.896493,0.837566,1.027137,1.107766,0.852768,0.730303,0.802493,0.701745
0.413266,0.549532,0.544992,0.57118,0.473657,0.594698,0.561331,1.795218,0.741944,0.978486,0.69619,1.1056,0.599524,0.57415,0.68691,0.865919,0.950444,0.878611,0.831501,0.962788,1.176826,0.945595,0.969848,1.057845,0.9311,1.015874,0.935299,0.879546,1.075915,0.962022721,0.23343784,1.017666143,0.140127342,0.731798651,1.050696615,0.99676211,1.315690996,1.047365,0.678202,0.659634,0.699095,0.701839,0.841351,0.949768,0.817486,0.815009,1.27687,1.558188,0.725865,0.762022,0.86702,0.899148,0.753875,0.894474,0.833743,1.035485,1.068789,0.878267,0.766385,0.824806,0.725015
