1.026458,1.200758,1.121633,1.120005,1.13645,1.122217,1.134367,1.132006,1.230794,1.227141,1.229569,1.204407,1.126659,1.168935,1.179854,1.1934,1.225031,1.194526,1.211244,1.209507,1.162532,1.2246,1.216765,1.226051
1.012786,1.14122,1.082977,1.099184,1.105416,1.10163,1.117304,1.116926,1.204185,1.183976,1.218859,1.186856,1.118255,1.146743,1.17973,1.173607,1.225128,1.186876,1.202872,1.178532,1.146479,1.196909,1.195394,1.206963
1.020486,1.120039,1.084487,1.064129,1.072159,1.045373,1.086708,1.099415,1.158099,1.162216,1.169725,1.163038,1.087908,1.132076,1.152048,1.141128,1.169761,1.147035,1.142224,1.133401,1.121664,1.163895,1.155981,1.186794
0.998694,1.107296,1.083843,1.063738,1.028624,1.015264,1.07178,1.067312,1.122713,1.133,1.132414,1.146976,1.078202,1.101505,1.129485,1.135957,1.142145,1.119609,1.131506,1.127906,1.103949,1.133626,1.147827,1.147057
1.014306,1.097465,1.081671,1.050125,1.032021,1.027288,1.078684,1.073073,1.12239,1.130969,1.14887,1.138802,1.06697,1.10246,1.132026,1.116764,1.137841,1.128415,1.138163,1.121764,1.099686,1.132432,1.14078,1.143804
1.016403,1.090852,1.066438,1.072716,1.020199,1.022139,1.055063,1.070934,1.136659,1.132444,1.123475,1.118323,1.070595,1.096987,1.100821,1.120092,1.133973,1.100262,1.100623,1.120214,1.078831,1.129849,1.128474,1.135802
1.00156,1.071175,1.034431,1.061882,1.011547,1.01975,1.025687,1.037203,1.119703,1.103257,1.099082,1.098789,1.053468,1.072039,1.081642,1.102665,1.132183,1.103193,1.110382,1.10016,1.065621,1.094547,1.105435,1.09887
1.009615,1.071975,1.033664,1.069258,1.014095,1.010468,1.044867,1.029112,1.113247,1.099938,1.105848,1.107792,1.04397,1.070019,1.092128,1.099941,1.112134,1.114019,1.095759,1.069089,1.059498,1.103391,1.094616,1.105378
1.025558,1.067751,1.040869,1.064695,1.028682,1.019284,1.03775,1.048812,1.09198,1.079778,1.0659,1.092252,1.036869,1.050238,1.078886,1.08114,1.091144,1.102549,1.065165,1.072477,1.038231,1.086654,1.09638,1.079278
0.973222,1.069747,1.053391,1.106799,0.99869,1.030258,1.032885,1.035773,1.074279,1.07145,1.077552,1.073174,1.02362,1.056996,1.065323,1.068095,1.092299,1.103305,1.065812,1.055806,1.040103,1.06728,1.077048,1.086471
0.999533,1.047244,1.062737,1.274101,0.999795,0.995911,1.01431,1.019237,1.077763,1.057344,1.077739,1.072519,1.022598,1.040627,1.059047,1.059375,1.069639,1.062889,1.073824,1.065596,1.028497,1.075981,1.061777,1.083106
0.976302,1.059131,1.045448,1.181152,1.025151,0.996525,1.023822,1.011182,1.0384,1.031179,1.046306,1.055332,1.011289,1.009379,1.031959,1.036446,1.045047,1.063069,1.053463,1.025214,1.022463,1.069284,1.043131,1.061869
0.989434,1.033219,1.053525,1.09953,0.99314,0.979953,1.018503,1.014956,1.027476,1.030432,1.050557,1.030047,1.000992,1.006698,1.040493,1.036429,1.037968,1.041346,1.035417,1.033967,1.027798,1.047421,1.041503,1.068883
1.010531,1.029061,1.02652,1.04751,1.004986,0.991355,1.0184,1.023299,1.020148,1.020226,1.051947,1.03262,0.999592,0.990128,1.040969,1.019643,1.03538,1.05132,1.025531,1.040412,1.02733,1.046233,1.035017,1.055957
0.980437,1.028128,1.021198,1.05471,0.997873,0.991161,1.02741,1.02048,1.056902,1.010594,1.024554,1.02606,1.002874,0.992244,1.025312,1.02388,1.038084,1.004397,1.015356,1.021008,1.019601,1.03421,1.034239,1.037391
1.014863,1.03779,1.028442,1.003628,1.015384,1.000671,1.021589,1.02535,1.042981,1.022028,1.033135,1.022584,1.004823,0.998275,1.011463,1.028485,1.044022,1.039837,1.019114,1.022627,1.032069,1.037132,1.030519,1.045779
1.005085,1.011954,1.033914,1.050761,1.004087,0.997636,1.00519,1.012535,1.04041,1.0301,1.004615,1.009315,1.009097,0.990272,1.013804,1.027696,1.027141,1.009227,1.013316,1.016756,1.009015,1.035123,1.015745,1.029366
1.011576,1.022377,1.035932,1.0137,1.026147,0.983286,1.009285,1.001931,1.030365,1.021142,1.020896,1.021325,1.009867,0.988082,1.027851,1.024847,1.023651,1.004958,1.021852,1.038126,1.008246,1.034115,1.010658,1.028508
1.007591,1.039646,1.02716,1.004277,1.01545,0.972831,1.014512,1.003011,1.028354,1.013321,1.000163,1.003578,1.002909,0.986412,1.011796,1.018545,1.00645,1.0015,0.994294,0.999709,1.012188,1.015581,1.006248,1.016593
1.001099,1.024131,1.013088,1.005811,1.012595,0.987566,0.994437,0.995826,1.035732,1.001403,1.008333,1.015711,0.99779,0.992658,0.982484,1.005591,1.008914,1.027571,1.00714,0.995092,1.007346,1.019812,1.002799,1.003045
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.958145,1.234728,1.266881,1.124292,1.076232,1.829935,3.753309,3.271645,4.329383,5.386791,2.636347,3.876628,5.524487,3.069343,3.269324,3.740278,3.17392,2.751541,3.542903,3.828324,3.47925,3.190581,3.984696,4.919972
0.593333,2.455073,2.171841,2.255852,3.208441,3.27836,3.633199,3.374601,3.902987,5.078504,2.346751,3.659686,5.255126,2.754605,3.084019,3.595078,2.975866,3.119691,3.4265,3.562282,3.158088,2.900637,3.707378,4.748086
-0.11616,1.858811,1.73675,2.415649,3.288484,2.555171,3.14243,2.836204,2.631978,4.297511,1.611742,3.01408,4.56352,2.125868,2.330547,3.027735,2.295081,1.896245,2.714951,2.857319,2.616038,2.342713,3.041923,4.098291
0.928693,1.717937,1.612258,2.673258,2.774932,2.646908,3.298497,2.998622,2.789736,4.320439,1.728432,2.984174,4.533354,2.316117,2.322918,3.107552,2.369171,2.126419,2.856649,2.978296,2.7731,2.329038,3.077592,4.149023
3.951255,1.837294,1.746569,2.827478,2.571796,2.729524,3.416899,3.110812,2.970264,4.373372,1.77583,2.97048,4.463417,2.489053,2.348936,3.175397,2.465052,2.355144,2.924783,3.022865,2.888039,2.329356,3.10915,4.168647
3.179976,2.311595,2.026606,2.874577,3.190341,2.822126,3.434198,3.139185,2.899126,4.354868,1.718194,2.896278,4.344973,2.480561,2.268,3.114717,2.407492,2.458218,2.90776,2.973081,2.895896,2.254402,3.067553,4.061152
2.498749,2.463771,2.153162,2.74243,3.215689,2.925663,3.421174,3.118575,2.756969,4.32743,1.634844,2.788556,4.205876,2.456547,2.179237,3.047716,2.369163,2.601689,2.831147,2.883674,2.847275,2.221733,3.011146,3.928106
2.850255,1.92002,1.866534,2.60457,2.932008,3.02062,3.329541,3.05856,2.601747,4.278961,1.514701,2.700014,4.073124,2.398252,2.034674,2.944601,2.262601,2.67532,2.711858,2.735138,2.769225,2.137163,2.972493,3.812834
3.349466,1.551957,1.623746,2.603168,2.951219,3.048064,3.233773,2.984495,2.498316,4.233831,1.399531,2.626119,3.971737,2.295232,1.879728,2.866082,2.185578,2.698456,2.585809,2.538662,2.672985,2.064108,2.935961,3.72331
